 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 230110 ARACATI, 230190 BARBALHA, 230250 BREJO SANTO, 230260 CAMOCIM, 230280 CANINDE, 230350 CASCAVEL, 230370 CAUCAIA, 230410 CRATEUS, 230420 CRATO, 230435 FORQUILHA, 230523 HORIZONTE, 230550 IGUATU, 230630 ITAPAGE, 230640 ITAPIPOCA, 230730 JUAZEIRO DO NORTE, 230760 LIMOEIRO DO NORTE, 230770 MARANGUAPE, 230960 PACAJUS, 231130 QUIXADA, 231140 QUIXERAMOBIM, 231180 RUSSAS, 231290 SOBRAL, 231340 TIANGUA
Sexo: Masc
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;-;4;3;3;1;6;6;16;19;15;20;18;13;18;21;29;21;23;81;-;318
". 001 Doenças infecciosas intestinais";-;-;2;2;1;-;-;-;1;-;1;-;2;-;2;-;2;4;4;17;-;38
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;2;1;-;-;-;-;-;1;-;2;-;1;-;-;3;3;15;-;30
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;1;1;2;-;8
". 005-006 Tuberculose";-;-;-;-;-;-;1;1;1;5;1;5;2;2;3;3;3;2;3;2;-;34
"... 005 Tuberculose respiratória";-;-;-;-;-;-;1;1;1;5;1;4;2;2;2;3;3;2;3;2;-;32
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
". 007-015 Outras doenças bacterianas";1;-;2;1;1;-;2;2;1;2;3;2;5;2;4;10;15;11;11;46;-;121
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 013 Infecção meningocócica";-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;4
"... 014 Septicemia";-;-;2;1;1;-;1;1;1;1;2;2;3;2;3;6;12;9;8;33;-;88
". 016-023 Doenças virais";-;-;-;-;1;1;3;3;13;11;8;12;8;4;7;6;6;2;3;10;-;98
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;1;1;-;-;-;1;-;-;1;-;1;-;4;1;2;9;-;21
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;1;1;1;-;8
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;2;3;12;10;8;12;5;3;4;5;2;-;-;-;-;66
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;1;1;-;-;3;2;2;2;2;1;4;-;18
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;3;-;5
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;2;2;2;1;1;-;13
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 029 Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;-;1;2;-;8
"032-052 NEOPLASIAS";-;-;-;3;4;9;7;4;2;11;16;35;55;64;88;122;150;158;149;288;-;1165
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;1;1;4;8;10;6;11;7;5;8;-;61
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;1;5;5;10;5;6;8;12;8;-;60
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;4;8;11;6;12;19;22;17;20;25;-;144
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;1;3;5;5;2;5;4;9;11;10;-;55
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;1;2;-;1;-;3;7;12;3;6;3;8;-;46
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;7;9;8;2;10;-;40
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;1;1;-;2;3;6;4;7;4;5;11;-;44
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;1;1;3;5;7;11;12;30;22;22;36;-;150
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;2;-;5
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;1;-;5
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;12;20;36;27;97;-;198
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;1;-;-;-;-;1;2;2;2;2;2;4;3;8;-;27
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;2;1;1;-;1;1;3;1;5;5;3;5;6;3;7;2;1;-;47
". 048 Linfoma não-Hodgkin";-;-;-;-;1;1;1;-;-;1;1;1;1;3;2;2;2;5;2;3;-;26
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;1;1;2;1;-;11
". 050 Leucemia";-;-;-;1;1;3;2;1;-;1;3;1;2;2;3;2;2;2;1;7;-;34
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;2;5;1;6;7;-;26
". 052 Restante de neoplasias malignas";-;-;-;-;1;4;3;1;-;2;2;7;12;13;7;21;23;20;25;45;-;186
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;2;-;-;1;1;-;3;3;1;2;3;1;3;2;5;9;10;-;47
". 053 Anemias";-;-;-;2;-;-;1;1;-;2;3;1;-;2;-;2;1;3;7;8;-;33
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;-;-;-;-;-;-;1;-;-;2;1;1;1;1;2;2;2;-;14
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;1;4;1;1;2;2;1;2;2;5;4;8;11;21;26;41;30;58;116;-;336
". 055 Diabetes mellitus";-;-;-;-;-;-;1;1;-;2;4;3;6;8;18;24;37;23;55;88;-;270
". 056 Desnutrição";-;-;2;1;1;-;1;-;2;-;1;-;-;-;1;-;2;5;1;12;-;29
". 057 Rest doenças endócr, nutricion e metabólicas";-;1;2;-;-;2;-;-;-;-;-;1;2;3;2;2;2;2;2;16;-;37
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;1;1;4;4;8;12;13;18;14;9;10;11;4;27;-;136
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;4;3;8;11;12;16;14;9;8;8;3;12;-;109
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;1;4;3;5;11;11;14;13;5;7;6;3;5;-;88
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;1;-;-;1;-;1;1;2;-;-;2;3;1;15;-;27
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;10;5;3;4;7;5;3;8;5;7;3;12;5;6;13;17;25;70;-;208
". 060 Meningite";-;-;1;1;-;-;1;-;-;-;-;-;1;2;-;-;-;1;-;-;-;7
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;6;9;50;-;70
". 062 Epilepsia";-;-;1;1;1;-;2;1;1;4;1;2;-;3;3;1;1;-;-;1;-;23
". 063 Restante das doenças do sistema nervoso";-;-;8;3;2;4;4;4;2;4;4;5;2;7;2;4;8;10;16;19;-;108
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;1;3;-;2;2;10;11;20;33;44;57;118;132;160;210;249;291;740;-;2083
