 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220020 AGUA BRANCA, 220040 ALTOS, 220190 BOM JESUS, 220220 CAMPO MAIOR, 220390 FLORIANO, 220770 PARNAIBA, 220800 PICOS, 220840 PIRIPIRI, 220880 REGENERACAO, 221100 TERESINA, 221130 VALENCA DO PIAUI
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;1;5;2;-;1;1;8;24;39;58;83;97;117;152;178;152;177;154;300;1;1551
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;1;-;-;1;2;-;2;-;1;2;1;12;-;23
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;1;-;-;1;2;-;2;-;1;2;1;9;-;20
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;1;1;-;4;5;3;2;1;1;3;-;22
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;1;1;1;-;4;4;2;2;1;1;3;-;20
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
". 007-015 Outras doenças bacterianas";1;1;3;1;-;-;-;1;2;2;3;6;5;5;8;6;5;13;13;16;-;91
"... 014 Septicemia";-;-;1;1;-;-;-;1;2;2;2;6;5;4;6;6;4;11;11;11;-;73
"... 015 Infecções com transmissão predom sexual";1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
". 016-023 Doenças virais";-;-;-;1;-;1;1;2;7;4;5;16;8;9;6;5;3;1;-;2;-;71
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;4
