 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290320 BARREIRAS, 290390 BOM JESUS DA LAPA, 290460 BRUMADO, 290687 CAPIM GROSSO, 290720 CASA NOVA, 290840 CONCEICAO DO COITE, 291080 FEIRA DE SANTANA, 291170 GUANAMBI, 291460 IRECE, 291470 ITABERABA, 291580 ITAMBE, 291640 ITAPETINGA, 291680 ITARANTIM, 291710 ITORORO, 291750 JACOBINA, 291760 JAGUAQUARA, 291800 JEQUIE, 291840 JUAZEIRO, 291970 MACARANI, 292400 PAULO AFONSO, 292510 POCOES, 292660 RIBEIRA DO POMBAL, 292810 SANTA MARIA DA VITORIA, 292905 SAO FELIX DO CORIBE, 293010 SENHOR DO BONFIM, 293050 SERRINHA, 293077 SOBRADINHO, 293330 VITORIA DA CONQUISTA, 293360 XIQUE-XIQUE
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;1;7;3;5;3;4;8;13;35;46;59;77;98;103;138;165;178;192;375;2;1513
". 001 Doenças infecciosas intestinais";1;-;3;1;1;-;-;-;1;1;2;1;1;1;1;5;1;1;7;11;-;39
"... 003 Diarréia e gastroenterite orig infec pres";-;-;3;1;1;-;-;-;1;1;-;1;-;-;-;1;-;-;4;9;-;22
"... 004 Outras doenças infecciosas intestinais";1;-;-;-;-;-;-;-;-;-;2;-;1;1;1;4;1;1;3;2;-;17
". 005-006 Tuberculose";-;-;-;-;1;-;1;-;2;2;2;3;3;5;3;-;4;3;3;2;-;34
"... 005 Tuberculose respiratória";-;-;-;-;1;-;1;-;2;1;2;3;3;5;3;-;4;3;3;2;-;33
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;1;-;1;2;1;2;-;2;1;5;8;11;7;10;19;13;21;43;1;148
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"... 013 Infecção meningocócica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 014 Septicemia";-;-;1;-;1;2;1;2;-;2;1;4;8;9;6;10;14;13;20;35;-;129
". 016-023 Doenças virais";-;-;-;2;1;-;1;1;5;11;16;9;13;10;8;4;7;4;-;4;-;96
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;3
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;1;-;1;-;6
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;1;-;2;1;3;-;2;1;-;2;-;12
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;1;-;-;1;5;10;15;9;11;8;5;2;2;1;-;-;-;70
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;1;-;-;2;1;6;1;6;8;4;5;6;5;6;-;51
"... 024 Malária";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 025 Leishmaniose";-;-;-;-;-;-;1;-;-;2;-;1;-;-;1;1;-;-;-;-;-;6
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;5;1;6;7;3;5;6;5;6;-;44
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;2;1;-;7
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;2;1;-;7
". 031 Restante algumas doenç infec e parasitárias";-;1;3;-;1;1;-;5;5;17;24;35;50;64;76;115;128;150;154;308;1;1138
"032-052 NEOPLASIAS";-;1;2;2;4;5;9;9;11;14;26;34;61;84;152;179;172;209;167;330;-;1471
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;1;4;8;12;13;23;12;11;8;6;-;98
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;1;-;-;1;2;5;7;22;14;10;9;9;12;-;92
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;1;-;2;4;5;6;11;15;11;17;14;18;-;104
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;-;3;3;4;14;13;9;12;9;14;-;82
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;1;2;1;2;4;5;8;13;11;14;7;8;-;76
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;1;1;1;-;3;11;5;11;11;8;9;-;61
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;5;3;3;8;10;7;2;4;-;43
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;1;-;1;1;2;9;7;13;19;31;30;17;34;-;165
