 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 260010 AFOGADOS DA INGAZEIRA, 260120 ARCOVERDE, 260170 BELO JARDIM, 260190 BEZERROS, 260210 BOM CONSELHO, 260260 BREJO DA MADRE DE DEUS, 260310 CACHOEIRINHA, 260350 CAMOCIM DE SAO FELIX, 260360 CAMUTANGA, 260400 CARPINA, 260410 CARUARU, 260500 CUPIRA, 260540 FEIRA NOVA, 260600 GARANHUNS, 260640 GRAVATA, 260765 ITAMBE, 260850 LAGOA DE ITAENGA, 260880 LAJEDO, 260890 LIMOEIRO, 260950 NAZARE DA MATA, 261090 PESQUEIRA, 261110 PETROLINA, 261220 SALGUEIRO, 261250 SANTA CRUZ DO CAPIBARIBE, 261390 SERRA TALHADA, 261450 SURUBIM, 261530 TIMBAUBA, 261540 TORITAMA, 261550 TRACUNHAEM, 261560 TRINDADE, 261640 VITORIA DE SANTO ANTAO
Sexo: Fem
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;1;15;5;-;3;6;7;10;28;44;57;96;113;167;148;169;178;187;425;-;1659
". 001 Doenças infecciosas intestinais";-;-;3;-;-;-;-;1;-;-;-;1;-;2;1;3;1;2;2;24;-;40
"... 003 Diarréia e gastroenterite orig infec pres";-;-;3;-;-;-;-;1;-;-;-;1;-;2;-;3;-;2;2;20;-;34
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;4;-;6
". 005-006 Tuberculose";-;-;-;-;-;-;1;1;-;-;2;1;-;1;3;-;1;1;-;2;-;13
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;1;-;-;2;1;-;1;3;-;1;1;-;2;-;12
"... 006 Outras tuberculoses";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;6;3;-;-;3;-;-;-;1;3;2;4;6;12;14;21;35;88;-;198
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 014 Septicemia";-;-;6;3;-;-;3;-;-;-;1;3;2;3;6;11;11;15;27;74;-;165
". 016-023 Doenças virais";-;-;1;-;-;-;-;-;1;5;4;8;4;3;4;3;-;2;1;-;-;36
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;1;5;4;7;4;3;4;1;-;-;-;-;-;29
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1;-;4;-;9
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1;-;4;-;9
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;5;4;2;5;-;22
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;5;4;2;4;-;20
"... 030 Restante de helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
". 031 Restante algumas doenç infec e parasitárias";-;1;5;2;-;3;2;5;9;23;37;43;89;102;149;127;148;147;147;302;-;1341
"032-052 NEOPLASIAS";-;-;1;2;1;-;5;8;7;22;37;45;64;96;123;120;132;123;114;235;-;1135
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;3;4;2;2;2;4;-;13;-;30
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;1;1;2;3;5;-;16
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;1;2;1;4;2;3;1;14;6;7;10;-;51
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;2;3;3;2;6;8;12;8;6;10;25;-;85
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;1;-;3;5;3;4;7;10;8;9;-;50
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;2;1;1;-;4;7;7;6;9;7;-;44
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;-;-;2;-;7
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;1;2;5;9;7;15;23;11;13;26;-;112
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;3;-;7
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;6;9;11;16;17;36;21;19;15;21;38;-;209
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;2;3;6;8;12;8;15;8;6;7;6;9;10;-;100
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;1;1;1;2;1;6;7;6;5;3;8;-;41
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;2;-;-;1;4;3;5;2;3;4;3;5;-;32
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;3;-;2;-;9
". 047 Neopl malig mening,encéf e out partes SNC";-;-;1;-;1;-;1;-;1;1;3;2;3;5;8;3;4;5;2;7;-;47
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;2;-;1;-;1;-;3;1;3;1;4;2;2;-;20
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;2;-;4;-;11
". 050 Leucemia";-;-;-;1;-;-;-;1;1;2;1;1;1;1;1;3;-;1;-;2;-;16
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;1;-;1;-;1;2;4;1;1;2;5;-;5;-;23
". 052 Restante de neoplasias malignas";-;-;-;1;-;-;4;1;-;1;5;7;8;17;23;30;26;27;23;52;-;225
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";1;-;1;1;1;-;-;1;1;1;-;2;1;3;-;3;3;5;5;11;-;40
". 053 Anemias";1;-;1;1;1;-;-;1;1;1;-;1;-;1;-;1;2;4;3;10;-;29
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;1;1;2;1;-;11
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;2;-;-;-;2;3;2;3;7;14;19;39;44;53;91;96;116;311;-;802
". 055 Diabetes mellitus";-;-;-;-;-;-;1;2;1;2;6;7;10;30;35;48;85;85;98;250;-;660
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;4;30;-;39
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;-;-;-;1;1;1;1;1;7;9;9;8;3;6;10;14;31;-;103
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;2;1;3;5;4;2;3;5;8;7;1;8;34;-;83
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;1;3;4;3;2;3;4;4;5;-;2;9;-;41
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;1;1;3;3;1;3;3;2;2;-;-;1;-;20
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;4;2;1;6;25;-;42
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;4;2;2;3;1;3;2;1;8;2;4;4;3;7;12;27;145;-;230
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;7;21;123;-;154
". 062 Epilepsia";-;-;-;-;1;-;2;-;-;-;-;2;1;1;-;2;1;-;-;3;-;13
". 063 Restante das doenças do sistema nervoso";-;-;-;4;1;2;1;1;3;2;1;6;1;2;3;1;5;5;6;19;-;63
"065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;2;1;2;1;1;4;6;11;13;39;56;84;101;133;182;208;263;905;-;2012
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;1;-;1;3;1;1;3;3;1;-;2;1;-;17
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;2;-;6;14;15;19;29;28;53;56;286;-;508
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;2;2;11;15;31;27;50;60;62;86;208;-;555
