 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310170 ALMENARA, 310730 BOCAIUVA, 310940 BURITIZEIRO, 312770 GOVERNADOR VALADARES, 313210 ITACARAMBI, 313510 JANAUBA, 313520 JANUARIA, 314330 MONTES CLAROS, 314430 NANUQUE, 314435 NAQUE, 314505 NOVA PORTEIRINHA, 314870 PEDRA AZUL, 315120 PIRAPORA, 315700 SALINAS, 316110 SAO FRANCISCO, 316800 TAIOBEIRAS, 316860 TEOFILO OTONI, 317080 VARZEA DA PALMA
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";3;2;5;-;-;-;1;8;19;37;61;72;101;132;159;179;231;223;171;360;1;1765
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;6
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;4
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;1;1;1;1;1;3;1;4;4;4;-;2;5;1;29
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;1;1;1;1;3;1;3;4;4;-;-;5;1;25
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;4
". 007-015 Outras doenças bacterianas";3;2;4;-;-;-;-;-;-;2;9;1;9;2;4;11;17;18;11;31;-;124
"... 008 Leptospirose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;4;-;-;-;-;-;-;2;8;1;8;2;3;11;14;14;10;30;-;107
"... 015 Infecções com transmissão predom sexual";3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;3;5;4;4;1;6;5;2;2;2;1;2;-;37
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;4
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;1;-;1;-;7
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;1;4;4;4;1;3;2;2;1;1;1;-;-;24
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;1;-;-;1;4;6;-;6;7;9;4;8;11;-;57
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;1;-;-;1;3;6;-;6;7;9;4;8;11;-;56
". 028-030 Helmintíases";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;1;1;2;-;8
"... 028 Esquistossomose";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;1;1;2;-;8
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;1;5;15;29;46;62;82;123;140;154;196;197;147;307;-;1504
"032-052 NEOPLASIAS";-;-;-;1;-;1;2;3;5;6;11;20;32;58;82;107;115;98;117;179;-;837
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;1;1;3;8;10;16;4;4;3;3;-;53
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;6;6;16;10;12;19;8;10;6;-;93
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;1;3;3;5;9;3;8;11;13;11;-;67
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;1;-;-;2;1;4;8;7;9;6;5;10;-;53
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;1;-;-;-;-;-;1;1;-;1;1;2;6;7;5;4;12;-;41
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;2;3;2;4;10;-;30
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;5;5;10;5;5;-;38
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;2;5;6;12;12;13;16;18;-;84
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;4
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;1;1;6;8;15;10;21;48;-;110
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;3;5;-;15
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;1;-;1;1;3;2;1;2;3;4;1;1;4;-;24
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;2;-;2;2;1;-;10
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;4;3;1;2;3;-;18
". 050 Leucemia";-;-;-;-;-;1;1;-;1;-;2;1;-;-;-;-;3;1;6;4;-;20
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;3;2;1;4;7;-;22
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;2;2;3;3;2;9;7;16;24;19;19;17;30;-;153
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";1;-;1;2;1;-;1;-;-;3;-;3;2;3;1;2;3;3;1;2;-;29
". 053 Anemias";-;-;-;-;-;-;1;-;-;1;-;1;2;2;-;1;2;2;1;2;-;15
". 054 Rest d sangue, org hemat e alg transt imunit";1;-;1;2;1;-;-;-;-;2;-;2;-;1;1;1;1;1;-;-;-;14
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;2;1;-;1;1;-;2;1;2;8;15;20;17;30;31;19;32;65;-;247
". 055 Diabetes mellitus";-;-;1;-;-;1;-;-;2;1;2;5;10;16;12;24;27;17;25;45;-;188
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;-;1;-;2;1;2;1;1;4;9;-;22
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;1;-;-;1;-;-;-;-;2;5;2;4;4;3;1;3;11;-;37
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;1;5;9;7;15;21;14;14;7;4;6;4;-;107
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;1;5;9;7;13;20;12;13;6;3;5;2;-;96
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;1;4;8;7;12;19;12;12;6;2;5;1;-;89
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;1;1;1;2;-;11
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;4;2;2;1;8;2;3;1;6;3;7;7;4;3;6;11;15;62;-;147
". 060 Meningite";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;9;43;-;55
". 062 Epilepsia";-;-;1;-;-;-;-;-;1;1;3;3;1;3;1;1;-;1;-;1;-;17
". 063 Restante das doenças do sistema nervoso";-;-;3;2;2;1;8;1;2;-;3;-;5;4;3;2;5;8;6;18;-;73
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;1;1;-;1;2;2;5;6;17;32;47;73;83;116;153;160;137;375;-;1211
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;1;-;1;-;1;-;7
". 067 Doenças hipertensivas";-;-;-;-;-;-;1;-;-;1;3;6;9;16;13;9;22;24;24;82;-;210
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;-;2;10;15;19;30;49;43;43;35;67;-;314
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;1;-;2;10;13;16;26;42;40;39;28;58;-;275
". 069 Outras doenças cardíacas";-;-;1;-;-;1;1;1;2;3;7;4;6;18;17;21;37;37;32;93;-;281
". 070 Doenças cerebrovasculares";-;-;-;1;-;-;-;1;1;2;2;9;16;16;19;31;41;47;43;111;-;340
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;2;2;1;4;3;5;10;8;2;20;-;57
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;2;-;-;1;3;2;3;1;9;6;7;20;33;31;39;43;43;167;-;410
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 074 Pneumonia";-;-;-;-;-;-;-;1;2;-;5;3;4;12;13;14;19;24;17;79;-;193
". 075 Out infec agudas das vias aéreas inferiores";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;4
"... 075.1 Bronquiolite";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;4
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;1;1;-;1;-;-;-;-;3;6;6;9;12;9;47;-;95
"... 076.1 Asma";-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;5
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;2;1;-;1;4;3;3;5;14;10;10;7;17;40;-;117
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;1;-;-;-;5;13;10;15;35;34;38;36;26;24;30;41;-;308
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;1;2;-;10
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;3;8;4;10;27;17;26;26;9;8;5;4;-;147
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;1;5;2;5;17;8;11;15;3;2;-;1;-;70
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;1;1;2;3;9;6;12;8;5;5;3;3;-;58
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;1;2;-;2;1;3;3;3;1;1;2;-;-;19
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;3;-;6
". 082 Rest doenças do aparelho digestivo";-;-;-;-;1;-;-;-;2;5;6;4;7;16;11;10;12;13;24;31;-;142
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;3;4;11;-;23
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;2;3;2;9;-;21
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;1;1;-;1;2;4;3;5;5;14;16;17;13;22;61;-;165
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;1;1;1;1;5;-;14
". 086 Insuficiência renal";-;-;-;-;-;1;1;-;1;1;4;3;3;2;9;10;11;5;13;24;-;88
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;5;5;7;8;32;-;63
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";49;17;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
". 093 Feto e recemnasc afet fat mat e compl grav";22;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
". 094 Transt relac duração gestação e cresc fetal";7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
". 096 Trans resp e cardiovas espec per perinatal";16;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
". 097 Rest afec originadas no período perinatal";4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";12;4;11;5;2;1;1;-;-;-;-;-;-;-;1;1;1;1;-;1;-;41
". 098 Malformações congênitas do sistema nervoso";2;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
". 099 Malf congênitas do aparelho circulatório";3;2;5;5;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;20
". 100 Rest de malf cong, deform e anomal Cromoss";7;2;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;15
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";1;-;6;2;-;-;6;6;6;11;12;23;33;42;65;63;66;81;68;187;1;679
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;8
". 102 Morte sem assistência médica";1;-;1;-;-;-;2;-;1;1;1;5;10;6;18;13;16;26;21;62;1;185
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;5;2;-;-;4;6;5;10;11;18;23;36;47;50;50;55;47;117;-;486
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;3;3;3;4;45;67;63;58;57;64;52;45;44;31;32;26;16;41;2;656
". 104 Acidentes de transporte";-;-;-;-;1;-;7;21;20;19;15;25;14;20;22;9;12;8;5;3;-;201
". 105 Quedas";-;-;-;-;-;-;-;-;1;1;1;2;4;1;4;5;6;6;4;26;1;62
". 106 Afogamento e submersões acidentais";-;-;-;1;1;2;2;1;5;3;6;4;5;1;-;-;1;2;2;-;1;37
". 107 Exposição à fumaça, ao fogo e às chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;3
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;5;7;5;6;9;15;6;8;1;3;7;4;2;1;-;79
". 110 Agressões";-;-;-;1;-;-;25;34;26;24;20;11;17;8;5;6;1;1;-;1;-;180
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;1;1;-;1;5;3;3;3;2;5;2;3;4;4;2;2;2;3;-;46
". 113 Todas as outras causas externas";-;-;2;-;1;1;-;1;3;2;4;2;3;3;7;4;3;3;-;7;-;46
"Total";66;23;38;17;9;11;71;90;113;145;198;256;354;461;556;632;730;712;664;1565;4;6715
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
