 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 240020 ACU, 240110 AREIA BRANCA, 240200 CAICO, 240260 CEARA-MIRIM, 240310 CURRAIS NOVOS, 240560 JARDIM DE PIRANHAS, 240710 MACAIBA, 240800 MOSSORO, 240890 PARELHAS, 240940 PAU DOS FERROS, 241120 SANTA CRUZ, 241230 SAO JOSE DO CAMPESTRE
Sexo: Masc
Período:2018
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;-;-;-;-;1;4;3;3;7;8;7;6;4;4;8;12;23;-;92
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;2;5;-;12
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;5;-;9
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;-;2;1;2;2;1;2;-;1;2;-;14
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;1;-;2;1;2;2;1;1;-;1;2;-;13
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;2;-;-;-;-;-;1;-;1;-;1;-;1;1;-;4;4;15;-;30
"... 014 Septicemia";-;-;2;-;-;-;-;-;1;-;1;-;-;-;1;1;-;2;3;14;-;25
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;2;1;2;4;5;3;2;1;1;1;2;1;-;26
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;2;1;2;4;5;1;1;1;1;1;1;-;-;21
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;-;-;5
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;4
"... 027 Toxoplasmose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;2;-;-;5
"032-052 NEOPLASIAS";-;-;1;2;1;-;2;3;1;2;9;11;13;23;30;45;49;47;45;77;-;361
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;2;-;3;5;3;-;1;1;3;-;18
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;1;1;3;-;3;3;3;-;3;4;-;21
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;3;3;7;6;-;26
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;4;2;3;1;3;-;17
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;5;3;3;4;2;-;20
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;4;3;2;3;3;-;23
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;3;1;1;-;-;9
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;2;2;8;3;9;10;8;5;7;-;54
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;6;11;8;25;-;54
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;6
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;1;-;-;-;1;1;2;1;-;2;1;2;1;1;2;-;-;15
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;4
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;2;-;-;5
". 050 Leucemia";-;-;1;2;-;-;1;-;-;1;1;-;-;-;1;-;-;-;1;5;-;13
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;1;2;-;-;4;-;4;6;8;5;9;12;5;14;-;70
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;-;-;1;1;-;7
". 053 Anemias";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;4
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;3
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;1;-;-;1;-;-;2;3;4;6;10;13;20;24;37;35;51;-;208
". 055 Diabetes mellitus";-;-;-;-;-;-;1;-;-;2;2;3;3;9;9;20;23;31;32;40;-;175
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;4;1;7;-;16
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;1;-;-;-;-;-;-;-;1;1;-;4;-;1;2;2;4;-;17
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;1;2;1;2;4;6;3;7;7;3;3;5;4;-;48
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;2;1;2;3;5;3;7;5;3;3;4;3;-;42
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;1;1;1;2;3;5;3;5;4;2;1;3;3;-;34
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;1;-;6
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;1;1;2;-;1;-;-;-;1;2;-;1;2;4;6;9;30;-;60
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;6;28;-;40
". 062 Epilepsia";-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
". 063 Restante das doenças do sistema nervoso";-;-;-;1;-;1;-;1;-;-;-;1;1;-;1;2;3;1;3;2;-;17
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;1;2;3;6;15;18;30;37;31;48;67;80;73;185;-;596
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;1;1;2;2;2;3;5;4;8;12;9;30;-;79
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;2;1;3;9;11;17;25;15;28;31;34;25;63;-;264
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;2;1;3;9;9;17;16;15;23;25;29;21;54;-;224
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;1;2;1;3;6;3;5;6;10;12;13;31;-;93
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;1;-;-;-;2;1;4;6;5;9;17;17;20;56;-;138
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;5;6;5;-;20
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";1;-;2;-;1;1;-;1;1;1;3;3;11;14;10;12;15;20;30;124;-;250
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
". 074 Pneumonia";-;-;1;-;1;1;-;1;1;1;2;1;5;9;8;7;7;7;15;88;-;155
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;2;5;7;10;25;-;55
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 077 Restante  doenças do aparelho respiratório";1;-;1;-;-;-;-;-;-;-;1;1;3;3;1;3;3;6;5;10;-;38
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;1;-;-;-;-;1;1;1;7;3;15;20;16;24;12;14;16;27;-;158
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-;3;-;-;8
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;1;1;7;1;9;16;10;15;8;5;3;10;-;86
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;1;-;7;1;7;12;4;6;4;3;1;2;-;48
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;1;-;-;2;3;3;7;3;-;2;4;-;25
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;1;2;-;4;-;13
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;3
". 082 Rest doenças do aparelho digestivo";-;-;1;-;-;-;-;1;-;-;-;2;5;2;3;9;4;9;9;15;-;60
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;1;5;-;10
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;2;-;7
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;1;-;-;-;1;-;-;-;1;1;2;2;6;5;6;6;12;24;-;67
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;-;-;6
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;1;-;-;2;4;2;2;3;4;9;-;27
". 087 Rest doenças do aparelho geniturinário";-;-;1;-;-;-;1;-;-;-;-;-;2;-;1;3;3;1;7;15;-;34
