 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220020 AGUA BRANCA, 220040 ALTOS, 220190 BOM JESUS, 220220 CAMPO MAIOR, 220390 FLORIANO, 220770 PARNAIBA, 220800 PICOS, 220840 PIRIPIRI, 220880 REGENERACAO, 221100 TERESINA, 221130 VALENCA DO PIAUI
Sexo: Fem
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;5;-;-;1;-;2;2;4;8;7;6;7;9;4;13;18;20;56;-;162
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;1;-;-;-;2;-;3;2;3;4;7;22;-;44
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;1;-;-;-;2;-;3;2;3;4;6;19;-;40
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4
". 005-006 Tuberculose";-;-;-;-;-;1;-;-;-;-;1;1;-;2;-;-;-;-;-;2;-;7
"... 005 Tuberculose respiratória";-;-;-;-;-;1;-;-;-;-;1;1;-;2;-;-;-;-;-;2;-;7
". 007-015 Outras doenças bacterianas";-;-;5;-;-;-;-;1;-;-;3;1;2;2;2;2;9;11;9;28;-;75
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"... 014 Septicemia";-;-;5;-;-;-;-;1;-;-;3;1;2;2;2;-;8;7;7;19;-;57
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;-;3;4;5;1;2;3;-;1;2;2;1;-;25
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;3;4;4;1;2;2;-;-;1;2;-;-;19
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;1;2;-;7
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;1;2;-;6
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;4
"032-052 NEOPLASIAS";-;-;1;4;2;3;1;1;5;7;22;41;39;54;78;97;92;76;71;150;-;744
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;1;2;6;-;15
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;-;3;-;3;-;13
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;1;1;6;-;4;2;2;1;3;6;6;-;32
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;1;-;4;2;4;8;6;7;9;10;-;51
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;3;1;3;2;4;5;1;4;11;-;34
