 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280350 LAGARTO, 280570 PROPRIA, 280740 TOBIAS BARRETO
Sexo: Masc
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;1;-;-;-;-;-;2;-;4;2;-;1;2;3;3;5;5;7;35
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;7
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;7
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 007-015 Outras doenças bacterianas";-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;2;1;3;3;4;17
"... 014 Septicemia";-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;2;1;3;1;3;14
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;1;-;-;1;7
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;-;-;5
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"032-052 NEOPLASIAS";-;-;-;-;1;-;1;-;-;2;2;2;11;5;7;9;10;12;8;22;92
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;1;-;3;-;2;1;-;-;-;-;7
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;2;1;2;9
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;-;2;1;8
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;1;1;-;6
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;1;5
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;3;-;-;3;11
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;5;2;9;20
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;2;5
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 050 Leucemia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;-;2;-;3;10
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
