 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 270030 ARAPIRACA, 270240 DELMIRO GOUVEIA, 270630 PALMEIRA DOS INDIOS, 270800 SANTANA DO IPANEMA
Sexo: Masc
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;1;2;-;-;2;-;1;1;2;3;3;2;4;2;3;5;4;5;12;52
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;2;2;-;2;1;-;2;-;1;5;16
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;-;2;-;1;5;13
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;4
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;4
". 007-015 Outras doenças bacterianas";-;1;1;-;-;2;-;-;-;1;-;-;1;-;-;2;1;2;2;6;19
"... 014 Septicemia";-;-;1;-;-;2;-;-;-;1;-;-;1;-;-;2;1;2;2;6;18
"... 015 Infecções com transmissão predom sexual";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;1;-;-;1;-;6
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;1;-;5
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;3
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;4
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;4
"032-052 NEOPLASIAS";-;-;-;-;-;-;2;2;1;1;1;3;10;7;17;11;15;17;26;35;148
