 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290320 BARREIRAS, 290390 BOM JESUS DA LAPA, 290460 BRUMADO, 290687 CAPIM GROSSO, 290720 CASA NOVA, 290840 CONCEICAO DO COITE, 291080 FEIRA DE SANTANA, 291170 GUANAMBI, 291460 IRECE, 291470 ITABERABA, 291580 ITAMBE, 291640 ITAPETINGA, 291680 ITARANTIM, 291710 ITORORO, 291750 JACOBINA, 291760 JAGUAQUARA, 291800 JEQUIE, 291840 JUAZEIRO, 291970 MACARANI, 292400 PAULO AFONSO, 292510 POCOES, 292660 RIBEIRA DO POMBAL, 292810 SANTA MARIA DA VITORIA, 292905 SAO FELIX DO CORIBE, 293010 SENHOR DO BONFIM, 293050 SERRINHA, 293077 SOBRADINHO, 293330 VITORIA DA CONQUISTA, 293360 XIQUE-XIQUE
Sexo: Fem
Período:2018
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;2;10;2;3;1;3;2;6;5;6;11;15;18;19;17;20;34;38;104;-;317
". 001 Doenças infecciosas intestinais";-;1;3;-;-;1;-;-;-;1;-;-;1;1;1;-;1;1;7;10;-;28
"... 003 Diarréia e gastroenterite orig infec pres";-;1;3;-;-;1;-;-;-;1;-;-;-;1;1;-;-;1;5;9;-;23
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;-;5
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;1;1;-;1;-;-;4;2;-;1;4;-;-;14
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;1;1;-;1;-;-;4;2;-;1;4;-;-;14
". 007-015 Outras doenças bacterianas";1;1;6;2;3;-;1;-;-;-;2;1;6;8;10;10;14;22;22;85;-;194
"... 014 Septicemia";-;-;6;2;3;-;1;-;-;-;1;1;6;7;9;8;14;16;21;70;-;165
"... 015 Infecções com transmissão predom sexual";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 016-023 Doenças virais";-;-;-;-;-;-;2;1;5;2;4;8;5;2;2;2;-;5;-;2;-;40
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;2;-;6
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;1;1;4;2;4;6;5;2;1;2;-;2;-;-;-;30
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;1;-;-;-;-;2;5;2;2;4;5;4;6;-;31
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;2;4;2;2;3;5;4;6;-;28
"... 027 Toxoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;1;-;-;-;1;-;6
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;1;-;-;-;-;-;5
"... 030 Restante de helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;4
"032-052 NEOPLASIAS";-;-;1;4;3;5;5;6;10;15;46;55;74;88;111;131;116;120;135;235;-;1160
