 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 210150 BARAO DE GRAJAU, 210300 CAXIAS, 211220 TIMON
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;4;1;1;-;1;5;4;2;9;7;11;11;17;24;26;42;24;73;-;262
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;1;2;4;-;11
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;-;5
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;2;-;6
". 005-006 Tuberculose";-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;1;1;-;-;6
"... 005 Tuberculose respiratória";-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;1;1;-;-;6
". 007-015 Outras doenças bacterianas";-;-;2;-;-;-;-;1;-;-;1;1;-;1;2;1;-;1;1;3;-;14
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"... 014 Septicemia";-;-;2;-;-;-;-;1;-;-;-;-;-;1;2;1;-;-;1;2;-;10
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;2;-;1;3;3;3;1;1;1;2;-;-;-;18
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;2;-;1;3;3;3;-;1;1;2;-;-;-;17
". 024-027 Doenças transmitidas por protozoários";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 025 Leishmaniose";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;2;-;1;-;-;2;1;2;7;3;7;6;13;21;24;37;20;66;-;212
"032-052 NEOPLASIAS";-;-;-;2;1;1;2;1;-;2;2;4;7;7;10;11;17;25;21;40;-;153
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;2;-;1;2;-;11
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;1;-;5
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;3;-;8
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;2;-;8
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;1;-;5
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;4;2;7;-;18
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;5;9;6;15;-;39
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;1;-;1;-;7
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;2;-;-;-;5
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;4
". 050 Leucemia";-;-;-;1;1;-;2;-;-;-;1;-;-;1;-;-;-;-;2;1;-;9
". 051 Neoplasias in situ, benig, comport incert";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 052 Restante de neoplasias malignas";-;-;-;-;-;1;-;1;-;1;-;2;2;1;1;2;3;4;3;5;-;26
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;1;2;-;-;-;8
". 053 Anemias";-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;1;2;-;-;-;8
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;-;-;1;1;6;12;12;9;16;15;12;28;43;-;156
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;1;1;5;11;12;9;15;13;12;26;39;-;144
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;4
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;3;-;8
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;1;1;2;4;2;2;4;2;3;2;2;1;1;4;-;31
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;2;4;1;2;4;2;3;2;2;-;1;3;-;26
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;1;3;1;1;2;2;3;2;2;-;-;-;-;17
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;1;-;5
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;1;-;-;1;-;2;-;1;2;1;1;2;1;2;2;12;-;28
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;9;-;13
". 062 Epilepsia";-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;-;5
". 063 Restante das doenças do sistema nervoso";-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;1;-;1;1;3;-;10
"065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;1;-;1;-;1;1;1;2;4;9;10;12;23;28;35;47;42;93;-;310
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;1;-;2;3;4;7;6;18;10;25;-;76
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;1;1;4;4;3;12;5;15;12;13;13;-;83
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;1;1;4;4;3;10;5;14;11;12;11;-;76
". 069 Outras doenças cardíacas";-;-;1;-;1;-;-;1;-;-;1;-;1;2;1;4;3;5;2;16;-;38
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;1;1;-;5;2;4;6;10;10;12;15;37;-;103
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;2;1;-;1;2;-;9
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;2;1;-;-;1;-;2;2;-;2;2;4;5;7;10;9;10;52;-;109
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
". 074 Pneumonia";-;-;1;-;-;-;-;-;1;1;-;1;-;2;2;3;4;4;7;24;-;50
". 075 Out infec agudas das vias aéreas inferiores";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 075.1 Bronquiolite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;2;2;3;-;12;-;23
