 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 240020 ACU, 240110 AREIA BRANCA, 240200 CAICO, 240260 CEARA-MIRIM, 240310 CURRAIS NOVOS, 240560 JARDIM DE PIRANHAS, 240710 MACAIBA, 240800 MOSSORO, 240890 PARELHAS, 240940 PAU DOS FERROS, 241120 SANTA CRUZ, 241230 SAO JOSE DO CAMPESTRE
Sexo: Fem
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;-;-;-;3;4;5;13;18;29;32;38;51;53;53;60;61;145;567
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;7;9
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;4;6
". 005-006 Tuberculose";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"... 006 Outras tuberculoses";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;2;-;-;-;1;1;-;-;-;-;1;3;3;-;4;3;7;19;44
"... 008 Leptospirose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;3;1;5;13;26
"... 015 Infecções com transmissão predom sexual";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;2;1;2;3;-;-;-;-;1;-;-;9
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;2;1;2;2;-;-;-;-;-;-;-;7
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;1;3;5;11;17;27;26;35;48;52;49;56;53;117;500
"032-052 NEOPLASIAS";-;-;1;1;2;-;-;-;3;2;16;18;18;24;48;52;41;53;45;85;409
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;6;9
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;2;3;2;11
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;2;2;2;-;4;-;-;2;4;5;21
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;3;2;1;4;16
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;1;-;-;1;1;3;-;4;3;3;5;21
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;1;3;5;16
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;1;-;-;-;1;5;6;4;6;17;9;5;54
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;1;-;4;6;4;6;15;14;6;6;2;8;72
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;1;3;3;1;3;2;2;2;-;1;5;23
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;3;2;1;2;2;14
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;1;1;2;9
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;2;2;7
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;1;1;-;-;-;-;-;-;1;2;1;2;1;1;4;1;1;16
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;1;-;2;9
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3
". 050 Leucemia";-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;1;2;1;3;-;11
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;2;1;5;13
". 052 Restante de neoplasias malignas";-;-;-;-;1;-;-;-;-;-;3;4;3;3;5;16;5;9;6;25;80
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;2;3;10
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;3;7
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;3
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;-;2;1;1;2;6;15;13;16;25;30;63;174
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;1;1;-;2;5;13;10;14;24;26;55;151
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;4;8
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;2;1;1;2;4;15
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;3;-;1;6;13
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;3;-;-;5;11
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;2;-;-;-;-;-;1;5;1;3;2;5;7;8;54;88
". 060 Meningite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
