 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290320 BARREIRAS, 290390 BOM JESUS DA LAPA, 290460 BRUMADO, 290687 CAPIM GROSSO, 290720 CASA NOVA, 290840 CONCEICAO DO COITE, 291080 FEIRA DE SANTANA, 291170 GUANAMBI, 291460 IRECE, 291470 ITABERABA, 291580 ITAMBE, 291640 ITAPETINGA, 291680 ITARANTIM, 291710 ITORORO, 291750 JACOBINA, 291760 JAGUAQUARA, 291800 JEQUIE, 291840 JUAZEIRO, 291970 MACARANI, 292400 PAULO AFONSO, 292510 POCOES, 292660 RIBEIRA DO POMBAL, 292810 SANTA MARIA DA VITORIA, 292905 SAO FELIX DO CORIBE, 293010 SENHOR DO BONFIM, 293050 SERRINHA, 293077 SOBRADINHO, 293330 VITORIA DA CONQUISTA, 293360 XIQUE-XIQUE
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;1;12;5;2;1;6;3;10;15;23;34;48;53;72;75;104;122;131;347;-;1064
". 001 Doenças infecciosas intestinais";-;1;1;3;-;-;-;-;-;-;-;-;-;3;4;2;4;4;7;12;-;41
"... 003 Diarréia e gastroenterite orig infec pres";-;1;-;3;-;-;-;-;-;-;-;-;-;1;2;1;2;1;4;10;-;25
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;1;2;3;3;2;-;16
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;1;-;-;3;-;1;2;1;3;-;1;1;-;13
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;1;-;-;2;-;1;2;1;3;-;1;1;-;12
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;8;2;1;1;-;-;1;3;2;4;3;6;7;10;9;11;14;79;-;161
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 013 Infecção meningocócica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"... 014 Septicemia";-;-;8;2;1;1;-;-;1;2;2;3;2;5;7;9;7;10;9;52;-;121
". 016-023 Doenças virais";-;-;1;-;-;-;-;-;2;4;5;8;11;3;5;2;2;2;1;3;-;49
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;1;-;2;3;-;-;-;-;1;-;1;-;8
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;1;-;-;2;4;1;1;-;-;-;-;9
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;2;3;4;6;8;1;1;1;1;-;1;-;-;28
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;1;-;-;-;-;1;1;-;2;1;5;2;2;2;5;10;-;32
"... 025 Leishmaniose";-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;3
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;2;2;2;5;10;-;29
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;3;-;6
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;-;5
"... 029 Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;2;-;-;-;6;3;6;7;15;18;32;39;49;58;84;102;102;239;-;762
"032-052 NEOPLASIAS";-;-;-;4;2;2;2;3;11;24;38;69;80;86;99;149;154;115;129;261;-;1228
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;2;1;2;2;3;-;5;1;3;1;7;-;27
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;2;2;1;1;1;5;2;1;3;10;-;28
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;3;2;1;3;2;3;11;8;9;17;-;59
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;1;5;5;5;6;19;7;9;9;21;-;87
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;1;-;-;2;3;4;6;9;9;7;7;21;-;69
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;-;3;2;4;6;8;10;10;14;-;58
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;-;5
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;1;2;2;4;9;11;14;22;21;15;19;-;120
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;-;5
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;1;7;6;18;22;24;18;21;20;10;13;32;-;192
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;1;11;12;13;8;6;8;11;5;6;8;-;90
