 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 230110 ARACATI, 230190 BARBALHA, 230250 BREJO SANTO, 230260 CAMOCIM, 230280 CANINDE, 230350 CASCAVEL, 230370 CAUCAIA, 230410 CRATEUS, 230420 CRATO, 230435 FORQUILHA, 230523 HORIZONTE, 230550 IGUATU, 230630 ITAPAGE, 230640 ITAPIPOCA, 230730 JUAZEIRO DO NORTE, 230760 LIMOEIRO DO NORTE, 230770 MARANGUAPE, 230960 PACAJUS, 231130 QUIXADA, 231140 QUIXERAMOBIM, 231180 RUSSAS, 231290 SOBRAL, 231340 TIANGUA
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;1;7;-;1;4;3;9;23;38;54;66;77;89;140;162;188;247;243;635;-;1988
". 001 Doenças infecciosas intestinais";-;-;3;-;-;1;-;-;-;-;1;2;-;-;2;1;2;1;4;14;-;31
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;1;2;1;3;14;-;24
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;1;2;-;-;2;-;-;-;1;-;-;7
". 005-006 Tuberculose";-;-;-;-;-;-;-;1;2;2;3;1;4;-;3;4;-;4;1;1;-;26
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;1;1;2;2;1;3;-;2;4;-;4;1;1;-;22
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;4
". 007-015 Outras doenças bacterianas";1;-;2;-;-;-;1;-;3;2;-;5;7;6;15;16;10;20;18;59;-;165
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"... 014 Septicemia";-;-;2;-;-;-;1;-;2;1;-;3;6;4;11;12;8;18;13;45;-;126
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
". 016-023 Doenças virais";-;1;-;-;-;1;1;2;6;9;11;7;8;8;9;7;1;2;2;3;-;78
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;1;1;-;2;-;2;2;-;-;-;2;-;10
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;6;8;10;7;6;8;7;5;1;1;2;1;-;63
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;4;2;2;2;2;1;3;2;3;-;21
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;3;1;1;1;-;-;-;-;-;-;6
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;1;3;2;3;-;15
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;2;-;1;2;1;6;12;25;39;47;56;73;109;132;174;216;216;555;-;1666
"032-052 NEOPLASIAS";-;-;1;5;5;1;6;7;10;8;14;29;58;65;114;121;168;184;142;302;-;1240
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;1;5;6;9;11;10;13;9;7;-;71
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;1;-;1;-;4;8;12;10;9;11;3;13;-;72
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;2;1;6;8;9;13;12;20;23;17;28;-;139
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;1;-;5;2;11;2;5;12;3;10;-;52
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;1;-;-;-;-;1;-;1;-;2;2;5;4;10;7;12;5;-;50
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;-;3;3;2;5;7;5;3;8;-;37
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;2;4;4;7;11;6;6;3;9;-;52
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;1;-;-;-;5;4;5;16;22;38;34;24;37;-;186
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;2;-;6;-;12
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;4
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;1;1;1;3;4;7;15;21;33;93;-;179
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;4;4;5;-;18
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;1;-;1;-;1;-;2;2;7;2;5;6;8;2;5;7;-;49
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;2;2;2;1;1;-;2;2;5;2;-;2;-;-;-;21
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;1;-;1;1;3;1;4;2;5;6;1;3;-;28
". 050 Leucemia";-;-;1;3;3;-;-;2;2;3;1;2;-;3;5;3;3;6;3;7;-;47
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;1;-;1;-;-;-;1;1;-;1;1;3;5;1;-;12;-;27
". 052 Restante de neoplasias malignas";-;-;-;1;-;1;2;2;1;1;2;7;9;11;13;18;25;29;22;52;-;196
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;1;1;2;1;-;1;1;2;3;3;4;4;3;8;-;35
". 053 Anemias";-;-;-;-;-;-;-;-;-;1;-;1;1;2;2;3;2;2;2;6;-;22
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;-;-;-;1;1;2;-;-;-;-;-;1;-;2;2;1;2;-;13
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;2;-;1;1;-;4;2;3;7;12;17;17;29;37;39;41;51;117;-;380
". 055 Diabetes mellitus";-;-;-;-;-;-;-;3;1;3;4;9;13;16;28;26;37;37;46;90;-;313
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;6;-;2;1;13;-;25
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;2;-;1;1;-;1;1;-;3;2;3;1;-;5;2;2;4;14;-;42
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;1;-;-;-;4;7;11;17;21;18;23;11;10;5;11;34;-;173
