 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220020 AGUA BRANCA, 220040 ALTOS, 220190 BOM JESUS, 220220 CAMPO MAIOR, 220390 FLORIANO, 220770 PARNAIBA, 220800 PICOS, 220840 PIRIPIRI, 220880 REGENERACAO, 221100 TERESINA, 221130 VALENCA DO PIAUI
Sexo: Masc
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";2;-;6;5;2;1;4;5;10;17;16;24;24;25;33;38;28;52;42;88;-;422
". 001 Doenças infecciosas intestinais";-;-;1;1;-;-;-;-;-;1;-;3;-;3;1;2;2;5;6;6;-;31
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;1;-;-;-;-;-;1;-;2;-;3;1;2;2;5;6;6;-;30
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 005-006 Tuberculose";-;-;1;-;1;-;1;1;1;2;1;3;2;1;5;2;3;3;1;4;-;32
"... 005 Tuberculose respiratória";-;-;1;-;1;-;1;1;1;2;1;3;2;1;4;2;3;2;1;4;-;30
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2
". 007-015 Outras doenças bacterianas";2;-;2;2;-;-;2;-;-;2;1;3;4;5;6;7;6;18;6;16;-;82
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 011 Difteria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 014 Septicemia";-;-;2;2;-;-;2;-;-;2;1;2;2;4;6;7;5;13;5;12;-;65
"... 015 Infecções com transmissão predom sexual";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
". 016-023 Doenças virais";-;-;-;-;1;-;1;1;8;8;11;9;10;9;9;7;4;5;4;4;-;91
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;3
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;1;-;-;1;2;-;8
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;1;1;-;-;-;7
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;7;7;9;9;10;7;8;5;3;4;1;-;-;71
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;-;2;1;1;-;-;9
"... 025 Leishmaniose";-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;1;1;-;-;-;6
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;3
". 031 Restante algumas doenç infec e parasitárias";-;-;2;2;-;1;-;2;1;3;3;5;7;7;11;20;11;20;24;58;-;177
"032-052 NEOPLASIAS";-;-;1;3;2;-;4;4;6;4;10;22;29;46;58;76;83;102;100;117;2;669
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;3;5;4;4;7;1;3;2;2;-;31
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;1;1;-;4;-;4;4;2;3;3;-;22
