 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 270030 ARAPIRACA, 270240 DELMIRO GOUVEIA, 270630 PALMEIRA DOS INDIOS, 270800 SANTANA DO IPANEMA
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;4;1;1;-;2;3;1;6;5;11;8;24;22;23;19;32;41;82;285
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;9
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;3;8
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
". 007-015 Outras doenças bacterianas";-;-;2;-;1;-;-;-;-;-;1;1;1;3;1;2;2;7;4;18;43
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;2;-;1;-;-;-;-;-;1;1;1;2;1;1;1;7;3;15;36
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;3;-;1;-;-;1;1;-;1;-;1;8
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;3;-;1;-;-;1;1;-;-;-;1;7
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 031 Restante algumas doenç infec e parasitárias";-;-;1;1;-;-;2;3;1;3;4;9;6;21;19;19;17;22;36;57;221
"032-052 NEOPLASIAS";-;-;-;-;-;-;2;-;2;3;3;13;10;16;11;22;16;17;15;33;163
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;4
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;4
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;3;7
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;-;1;7
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;1;-;-;-;-;-;1;2;1;2;4;3;2;7;23
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;1;-;3;3;4;4;4;3;3;1;1;5;32
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;1;-;4;3;1;2;2;-;-;2;-;16
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;2;2;2;9
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;4
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;3;1;1;-;8
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;1;-;-;1;-;3;-;3;1;8;2;2;4;9;34
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;2;-;7
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;4
