 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 210150 BARAO DE GRAJAU, 210300 CAXIAS, 211220 TIMON
Sexo: Fem
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";2;-;3;1;-;-;-;1;1;2;2;2;1;1;3;2;2;5;2;9;39
". 001 Doenças infecciosas intestinais";-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;2;2;-;5;14
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;2;2;-;2;11
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 007-015 Outras doenças bacterianas";2;-;1;-;-;-;-;-;-;1;-;-;1;-;1;1;-;2;2;4;15
"... 014 Septicemia";-;-;1;-;-;-;-;-;-;1;-;-;1;-;1;-;-;2;2;3;11
"... 015 Infecções com transmissão predom sexual";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;1;1;2;1;-;-;1;-;-;-;-;-;6
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;1;1;2;1;-;-;1;-;-;-;-;-;6
". 024-027 Doenças transmitidas por protozoários";-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"... 025 Leishmaniose";-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"032-052 NEOPLASIAS";-;-;-;3;-;-;-;1;1;6;3;4;4;6;12;17;13;14;12;18;114
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;4
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;3
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;4
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;1;-;5
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;3;1;4;12
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;3;3;4;14
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;3;2;-;-;9
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;1;2;-;1;2;1;-;3;1;1;-;12
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;3
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;1;1;-;-;1;7
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 050 Leucemia";-;-;-;3;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;2;-;1;1;-;2;5;1;2;3;5;22
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;2;-;-;1;-;-;-;1;-;-;2;1;2;1;-;-;1;12
". 053 Anemias";-;-;1;2;-;-;1;-;-;-;1;-;-;2;-;1;1;-;-;1;10
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;-;-;2;1;4;3;7;8;12;9;10;25;81
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;1;1;2;3;6;7;11;8;9;24;72
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;1;1;-;7
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;4
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;-;2;1;1;1;-;1;1;-;-;-;1;2;-;-;2;7;20
". 060 Meningite";-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;7;10
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;1;-;1;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;6
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;1;1;2;6;5;5;14;23;30;33;42;40;125;327
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;-;4;7;12;8;5;13;21;71
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;4;-;3;7;7;10;3;10;7;22;73
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;3;-;3;7;7;10;3;8;7;22;70
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;1;1;1;1;2;1;-;2;1;6;9;7;27;59
