 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220020 AGUA BRANCA, 220040 ALTOS, 220190 BOM JESUS, 220220 CAMPO MAIOR, 220390 FLORIANO, 220770 PARNAIBA, 220800 PICOS, 220840 PIRIPIRI, 220880 REGENERACAO, 221100 TERESINA, 221130 VALENCA DO PIAUI
Sexo: Masc
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;2;2;3;-;-;1;5;4;16;9;13;8;13;20;9;18;15;15;36;-;190
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;-;3;5;2;21;-;37
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;-;2;5;2;19;-;34
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;1;-;1;-;4;3;2;2;2;3;-;18
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;1;-;1;-;4;3;1;2;2;3;-;17
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 007-015 Outras doenças bacterianas";1;2;2;3;-;-;-;1;1;1;2;1;1;5;6;3;7;4;8;8;-;56
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 014 Septicemia";-;-;1;2;-;-;-;1;1;-;2;1;1;3;5;3;6;4;6;7;-;43
"... 015 Infecções com transmissão predom sexual";1;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
". 016-023 Doenças virais";-;-;-;-;-;-;1;4;3;13;5;8;3;5;7;2;5;3;2;2;-;63
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;1;-;6
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;1;4;3;12;5;7;2;4;5;2;3;1;2;1;-;52
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;-;-;-;-;2;-;9
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;2;-;6
"... 027 Toxoplasmose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 030 Restante de helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;1;-;-;6
"032-052 NEOPLASIAS";-;-;-;4;6;3;3;4;6;4;13;16;23;37;62;84;91;95;71;153;-;675
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;1;-;-;-;-;-;-;6;6;2;3;1;4;-;23
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;2;1;1;7;7;1;4;1;3;-;27
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;1;-;-;-;2;3;7;5;7;6;2;5;-;38
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;1;2;5;2;3;7;6;7;4;9;-;46
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;1;1;1;2;6;8;8;12;8;6;-;53
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;3;1;-;2;4;3;2;6;3;-;24
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;2;2;2;4;1;4;1;2;2;-;20
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;1;-;1;-;1;2;5;4;18;10;13;25;-;80
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;4;-;9
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
