 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 260010 AFOGADOS DA INGAZEIRA, 260120 ARCOVERDE, 260170 BELO JARDIM, 260190 BEZERROS, 260210 BOM CONSELHO, 260260 BREJO DA MADRE DE DEUS, 260310 CACHOEIRINHA, 260350 CAMOCIM DE SAO FELIX, 260360 CAMUTANGA, 260400 CARPINA, 260410 CARUARU, 260500 CUPIRA, 260540 FEIRA NOVA, 260600 GARANHUNS, 260640 GRAVATA, 260765 ITAMBE, 260850 LAGOA DE ITAENGA, 260880 LAJEDO, 260890 LIMOEIRO, 260950 NAZARE DA MATA, 261090 PESQUEIRA, 261110 PETROLINA, 261220 SALGUEIRO, 261250 SANTA CRUZ DO CAPIBARIBE, 261390 SERRA TALHADA, 261450 SURUBIM, 261530 TIMBAUBA, 261540 TORITAMA, 261550 TRACUNHAEM, 261560 TRINDADE, 261640 VITORIA DE SANTO ANTAO
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;-;8;2;2;2;4;16;18;36;47;65;67;95;108;129;158;210;227;421;2;1618
". 001 Doenças infecciosas intestinais";-;-;3;-;-;-;-;1;-;1;-;-;2;-;-;4;2;3;2;5;-;23
"... 003 Diarréia e gastroenterite orig infec pres";-;-;3;-;-;-;-;1;-;1;-;-;1;-;-;4;2;3;2;4;-;21
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
". 005-006 Tuberculose";-;-;-;1;-;-;1;6;4;4;2;4;2;2;4;-;3;2;2;2;-;39
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;6;3;4;1;4;2;2;4;-;3;2;2;2;-;35
"... 006 Outras tuberculoses";-;-;-;1;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;4
". 007-015 Outras doenças bacterianas";-;-;4;1;-;-;1;2;3;-;6;6;5;6;5;9;16;29;11;39;-;143
"... 008 Leptospirose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"... 014 Septicemia";-;-;4;1;-;-;1;2;2;-;4;5;3;2;5;8;12;25;8;32;-;114
"... 015 Infecções com transmissão predom sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
". 016-023 Doenças virais";-;-;-;-;1;1;-;2;4;12;10;9;12;6;5;5;4;2;-;4;-;77
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;4
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;4
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;2;4;10;9;9;11;6;5;3;3;-;-;1;-;63
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;4;2;2;3;-;-;15
"... 025 Leishmaniose";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;2;2;3;-;-;13
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;3;2;2;-;12
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;3;2;2;-;12
". 031 Restante algumas doenç infec e parasitárias";1;-;1;-;1;1;1;5;7;19;29;46;45;79;93;103;131;169;207;369;2;1309
"032-052 NEOPLASIAS";-;-;1;4;2;2;4;7;7;9;20;32;46;55;88;122;129;130;141;259;-;1058
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;1;1;-;-;-;2;4;4;9;9;8;9;9;1;7;-;64
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;1;1;2;2;4;7;5;5;6;5;5;-;43
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;2;2;7;3;5;9;11;8;13;12;10;-;82
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;1;2;1;3;2;7;7;10;6;7;8;6;-;60
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;1;4;2;10;7;10;9;16;-;59
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;2;1;3;-;5;8;7;6;5;7;-;44
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;6;1;6;4;4;7;3;3;-;35
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;1;4;2;2;9;12;19;15;16;16;-;96
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;2;-;2;-;7
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;12;22;23;36;111;-;212
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;3;3;6;-;18
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;2;1;1;-;3;2;3;2;3;9;7;3;6;3;-;45
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;2;3;3;-;13
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;-;-;6
". 050 Leucemia";-;-;-;2;2;-;-;1;3;1;1;-;5;1;2;3;2;2;2;11;-;38
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;1;-;-;-;1;1;1;-;2;2;1;3;1;1;4;-;18
". 052 Restante de neoplasias malignas";-;-;1;2;-;-;1;5;1;2;6;7;12;15;15;27;26;19;28;49;-;216
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;2;1;1;-;5;3;5;1;4;2;3;6;3;9;-;46
". 053 Anemias";-;-;-;-;-;-;1;1;1;-;2;2;2;1;4;1;3;4;2;7;-;31
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;-;-;-;1;-;-;-;3;1;3;-;-;1;-;2;1;2;-;15
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;2;4;8;9;14;21;27;47;75;88;99;106;220;-;721
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;4;6;8;11;15;24;39;62;82;89;95;183;-;618
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;1;-;-;1;-;3;4;1;4;5;22;-;41
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;-;-;-;-;2;-;1;1;3;5;3;5;9;5;6;6;15;-;62
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;3;9;5;23;24;28;37;36;34;21;14;11;23;-;268
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;2;9;5;23;23;28;34;33;31;18;13;9;15;-;243
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;2;8;5;18;23;24;29;25;23;15;5;5;4;-;186
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;1;-;-;-;1;-;3;3;3;3;1;2;8;-;25
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;4;5;3;6;3;4;3;4;5;8;6;10;5;14;19;28;64;-;191
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;8;12;51;-;76
". 062 Epilepsia";-;-;-;1;3;-;2;-;2;2;4;3;4;3;3;4;6;2;-;2;-;41
". 063 Restante das doenças do sistema nervoso";-;-;-;3;2;3;4;3;2;1;-;2;4;3;6;1;4;9;16;11;-;74
