 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 210150 BARAO DE GRAJAU, 210300 CAXIAS, 211220 TIMON
Sexo: Masc
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;3;-;-;-;1;-;3;5;2;1;-;4;3;3;5;1;3;11;-;45
". 001 Doenças infecciosas intestinais";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;5;-;11
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;7
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;4
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;4
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;4
". 007-015 Outras doenças bacterianas";-;-;1;-;-;-;-;-;-;2;1;-;-;1;1;-;2;-;1;5;-;14
"... 014 Septicemia";-;-;1;-;-;-;-;-;-;2;1;-;-;1;1;-;2;-;-;4;-;12
". 016-023 Doenças virais";-;-;-;-;-;-;1;-;3;2;1;-;-;1;-;2;-;1;-;-;-;11
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;1;-;3;2;1;-;-;1;-;1;-;1;-;-;-;10
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"032-052 NEOPLASIAS";-;-;1;-;1;1;-;2;1;1;2;3;4;6;6;17;16;21;17;26;-;125
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;3
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;4
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;3;-;-;-;7
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;-;-;5
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;4;1;4;-;14
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;3
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;4;3;4;-;17
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;7;13;-;27
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;1;-;-;-;-;1;-;1;-;-;-;2;-;1;-;-;-;-;-;6
". 048 Linfoma não-Hodgkin";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;3
