 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 240030 AFONSO BEZERRA, 240040 AGUA NOVA, 240050 ALEXANDRIA, 240060 ALMINO AFONSO, 240070 ALTO DO RODRIGUES, 240090 ANTONIO MARTINS, 240130 AUGUSTO SEVERO, 240150 BARCELONA, 240160 BENTO FERNANDES, 240165 BODO, 240190 CAICARA DO RIO DO VENTO, 240210 CAMPO REDONDO, 240250 CARNAUBAIS, 240270 CERRO CORA, 240280 CORONEL EZEQUIEL, 240290 CORONEL JOAO PESSOA, 240320 DOUTOR SEVERIANO, 240330 ENCANTO, 240370 FELIPE GUERRA, 240375 FERNANDO PEDROZA, 240380 FLORANIA, 240390 FRANCISCO DANTAS, 240400 FRUTUOSO GOMES, 240410 GALINHOS, 240430 GOVERNADOR DIX-SEPT ROSADO, 240440 GROSSOS, 240450 GUAMARE, 240460 IELMO MARINHO, 240470 IPANGUACU, 240480 IPUEIRA, 240510 JANDAIRA, 240520 JANDUIS, 240530 JANUARIO CICCO, 240550 JARDIM DE ANGICOS, 240590 JOAO DIAS, 240600 JOSE DA PENHA, 240610 JUCURUTU, 240620 LAGOA D'ANTA, 240630 LAGOA DE PEDRAS, 240640 LAGOA DE VELHOS, 240650 LAGOA NOVA, 240660 LAGOA SALGADA, 240680 LAJES PINTADAS, 240690 LUCRECIA, 240700 LUIS GOMES, 240725 MAJOR SALES, 240730 MARCELINO VIEIRA, 240740 MARTINS, 240780 MONTE ALEGRE, 240790 MONTE DAS GAMELEIRAS, 240840 OLHO-D'AGUA DO BORGES, 240850 OURO BRANCO, 240860 PARANA, 240870 PARAU, 240880 PARAZINHO, 240910 PASSA E FICA, 240920 PASSAGEM, 240933 SANTA MARIA, 240950 PEDRA GRANDE, 240960 PEDRA PRETA, 240970 PEDRO AVELINO, 240990 PENDENCIAS, 241000 PILOES, 241010 POCO BRANCO, 241020 PORTALEGRE, 241025 PORTO DO MANGUE, 241030 SERRA CAIADA, 241040 PUREZA, 241050 RAFAEL FERNANDES, 241060 RAFAEL GODEIRO, 241070 RIACHO DA CRUZ, 241080 RIACHO DE SANTANA, 241090 RIACHUELO, 241105 TIBAU, 241110 RUY BARBOSA, 241140 SANTANA DO MATOS, 241142 SANTANA DO SERIDO, 241150 SANTO ANTONIO, 241170 SAO BENTO DO TRAIRI, 241180 SAO FERNANDO, 241255 SAO MIGUEL DO GOSTOSO, 241270 SAO PEDRO, 241280 SAO RAFAEL, 241290 SAO TOME, 241300 SAO VICENTE, 241310 SENADOR ELOI DE SOUZA, 241330 SERRA DE SAO BENTO, 241335 SERRA DO MEL, 241340 SERRA NEGRA DO NORTE, 241350 SERRINHA, 241355 SERRINHA DOS PINTOS, 241360 SEVERIANO MELO, 241370 SITIO NOVO, 241380 TABOLEIRO GRANDE, 241390 TAIPU, 241400 TANGARA, 241410 TENENTE ANANIAS, 241415 TENENTE LAURENTINO CRUZ, 241430 TIMBAUBA DOS BATISTAS, 241440 TOUROS, 241445 TRIUNFO POTIGUAR, 241460 UPANEMA, 241475 VENHA-VER, 241480 VERA CRUZ, 241490 VICOSA
Sexo: Masc
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;-;1;-;-;2;2;1;7;6;7;6;5;4;4;7;13;6;32;103
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;6;10
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;4;7
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;1;2;1;-;11
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;1;1;2;1;-;10
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;-;1;-;-;2;-;1;2;-;3;1;1;1;1;3;8;3;23;50
"... 008 Leptospirose";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;-;1;-;-;1;-;-;1;-;1;1;1;-;1;3;5;2;19;36
"... 015 Infecções com transmissão predom sexual";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;-;-;-;-;-;2;-;3;5;1;3;2;-;1;1;2;2;2;24
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;-;3;4;1;2;2;-;1;-;1;1;-;16
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;5
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;5
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;3
"032-052 NEOPLASIAS";-;-;-;2;-;-;-;3;1;3;3;10;19;23;33;40;68;70;73;120;468
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;6;5;3;2;22
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;2;4;2;4;-;6;3;3;5;29
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;1;-;1;2;2;3;5;4;3;5;9;5;40
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;1;2;3;2;2;2;4;4;5;25
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;4;4;-;5;16
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;-;4;2;14
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;3;3;3;4;4;23
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;1;3;5;6;6;11;10;9;51
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;5
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;9;19;16;42;93
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;3;8
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;3;3;1;4;1;18
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;5
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;4
". 050 Leucemia";-;-;-;2;-;-;-;1;-;-;2;-;3;-;1;2;1;-;1;3;16
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;3;4;12
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;2;-;3;-;2;4;4;5;7;14;10;8;28;87
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;1;-;-;1;1;-;1;2;1;1;-;-;1;-;-;5;14
". 053 Anemias";-;-;-;-;1;-;-;1;1;-;1;-;1;1;-;-;1;-;-;5;12
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;1;-;-;1;-;1;3;3;3;8;6;15;12;21;31;29;84;218
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;1;2;2;3;6;6;11;12;16;28;24;55;166
". 056 Desnutrição";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;14;18
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;1;-;-;-;-;-;1;1;-;2;-;4;-;5;3;2;15;34
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;1;4;6;3;7;-;3;1;2;4;4;35
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;1;3;6;3;7;-;3;-;1;3;4;31
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;3;6;3;7;-;2;-;1;1;2;26
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;4
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;1;-;1;2;-;1;-;2;1;3;2;4;1;2;9;4;23;56
". 060 Meningite";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;15;20
". 062 Epilepsia";-;-;-;-;-;-;-;-;1;-;1;-;2;1;1;-;-;-;-;1;7
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;1;2;-;-;-;1;1;1;1;2;1;2;6;2;7;27
"065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;1;1;1;-;2;4;4;4;5;8;16;31;51;28;77;75;98;87;281;774
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;1;5
". 067 Doenças hipertensivas";-;-;-;-;-;-;1;-;1;-;1;2;1;4;3;11;8;15;15;62;124
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;1;2;3;5;9;20;27;19;42;38;47;31;80;324
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;1;2;3;5;8;19;27;19;36;33;41;28;74;296
". 069 Outras doenças cardíacas";-;1;1;1;-;1;1;-;-;1;1;1;5;5;2;11;6;9;15;52;113
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;1;1;1;1;1;2;5;11;4;8;17;22;25;78;177
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;2;-;-;-;2;-;2;-;5;6;4;-;8;29
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;1;-;-;-;-;1;2;2;4;6;11;15;19;23;29;38;166;318
". 074 Pneumonia";-;-;1;1;-;-;-;-;-;1;1;2;3;7;8;12;12;14;19;117;198
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;1;1;-;1;2;3;3;4;5;7;11;29;67
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;2;-;1;7
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;1;1;1;1;4;3;6;8;8;20;53
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;1;1;1;-;-;3;2;7;7;12;15;14;11;9;12;19;27;141
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;1;1;6
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;2;1;3;5;12;8;6;9;4;4;7;8;69
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;1;-;2;2;9;5;4;5;1;1;4;3;37
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;1;1;3;2;2;2;3;3;3;2;2;24
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;1;3;8
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;6
". 082 Rest doenças do aparelho digestivo";-;-;-;1;1;1;-;-;-;1;3;2;-;5;8;2;4;6;8;16;58
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;10;12
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;5;10
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;1;1;-;-;-;-;-;2;-;-;2;3;4;4;10;6;11;13;34;91
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3;2;1;1;3;12
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;1;1;2;3;6;3;7;7;10;40
". 087 Rest doenças do aparelho geniturinário";-;1;1;-;-;-;-;-;1;-;-;1;2;1;1;1;1;3;5;21;39
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";34;8;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
". 093 Feto e recemnasc afet fat mat e compl grav";9;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
". 094 Transt relac duração gestação e cresc fetal";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 096 Trans resp e cardiovas espec per perinatal";12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
". 097 Rest afec originadas no período perinatal";7;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";6;1;5;1;1;-;2;-;1;-;-;1;-;1;1;-;-;1;-;1;22
". 098 Malformações congênitas do sistema nervoso";2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 099 Malf congênitas do aparelho circulatório";1;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;7
". 100 Rest de malf cong, deform e anomal Cromoss";3;1;1;1;-;-;1;-;-;-;-;1;-;1;1;-;-;1;-;-;11
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;-;2;-;1;2;2;1;5;8;8;5;1;9;16;9;5;10;41;125
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;-;2;-;1;2;2;1;4;8;8;5;1;9;15;9;5;10;34;116
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;3;1;1;5;58;61;65;50;64;57;33;31;24;11;17;14;5;15;515
". 104 Acidentes de transporte";-;-;-;-;-;2;17;10;19;16;16;17;13;11;11;6;4;2;4;1;149
". 105 Quedas";-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;-;1;2;1;8;17
". 106 Afogamento e submersões acidentais";-;-;-;1;1;1;5;3;3;2;6;2;-;2;2;-;-;1;-;-;29
". 107 Exposição à fumaça, ao fogo e às chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;1;3;1;3;3;6;6;6;8;4;1;3;4;-;1;50
". 110 Agressões";-;-;-;-;-;1;30;44;33;25;34;27;11;9;3;2;5;3;-;1;228
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;-;1;2;2;-;2;2;1;1;-;1;3;2;-;1;18
". 113 Todas as outras causas externas";-;-;3;-;-;-;1;-;4;4;-;2;2;-;2;1;1;-;-;2;22
"Total";40;11;18;12;4;10;72;73;82;78;108;124;131;158;153;205;239;297;289;848;2952
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
