 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280010 AMPARO DE SAO FRANCISCO, 280110 CANHOBA, 280140 CARIRA, 280190 CUMBE, 280220 FEIRA NOVA, 280230 FREI PAULO, 280240 GARARU, 280260 GRACHO CARDOSO, 280310 ITABI, 280370 MACAMBIRA, 280420 MONTE ALEGRE DE SERGIPE, 280445 NOSSA SENHORA APARECIDA, 280470 NOSSA SENHORA DE LOURDES, 280500 PEDRA MOLE, 280520 PINHAO, 280540 POCO REDONDO, 280560 PORTO DA FOLHA, 280700 SAO MIGUEL DO ALEIXO, 280730 TELHA
Sexo: Masc
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;1;-;-;-;-;-;2;1;-;1;3;1;2;2;4;4;3;8;32
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
". 007-015 Outras doenças bacterianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;2;8
"... 014 Septicemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;6
". 016-023 Doenças virais";-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;4
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;2;3;1;5;16
"032-052 NEOPLASIAS";-;-;-;-;-;1;1;-;-;-;-;1;3;7;11;3;13;8;12;14;74
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;-;2;-;8
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;3
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;1;6
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;4
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;1;-;5
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;1;1;3;9
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;5;5;12
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;3
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 050 Leucemia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;2;2;-;3;12
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;-;-;2;1;3;-;3;1;4;3;6;3;10;37
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;2;-;2;-;3;1;3;3;6;3;9;32
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;3
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;2;2;2;5;1;2;-;-;3;1;18
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;1;1;2;5;1;2;-;-;3;-;15
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;1;1;2;3;-;1;-;-;1;-;9
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;-;-;1;-;3;2;-;-;-;-;2;1;4;2;15
". 060 Meningite";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;-;-;1;-;3;1;-;-;-;-;1;-;3;-;9
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;1;-;-;1;-;-;2;2;-;4;6;5;7;18;15;23;20;47;151
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;4;3;9;4;12;36
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;-;-;2;1;3;3;5;10;9;8;9;51
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;1;-;-;2;1;3;3;5;9;9;7;9;49
". 069 Outras doenças cardíacas";-;-;1;-;-;1;-;-;1;1;-;-;-;1;1;2;-;1;4;5;18
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;4;1;1;3;2;4;4;19;39
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;2;5
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;1;1;-;-;-;2;1;1;1;1;3;2;6;6;7;7;33;72
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;3
". 074 Pneumonia";-;-;-;1;1;-;-;-;2;1;1;-;1;1;1;1;1;3;2;19;35
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;4;3;4;11;27
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;2;7
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;1;1;-;1;2;-;4;2;2;1;7;5;1;4;31
