 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 230010 ABAIARA, 230020 ACARAU, 230030 ACOPIARA, 230040 AIUABA, 230050 ALCANTARAS, 230060 ALTANEIRA, 230070 ALTO SANTO, 230075 AMONTADA, 230080 ANTONINA DO NORTE, 230090 APUIARES, 230120 ARACOIABA, 230125 ARARENDA, 230130 ARARIPE, 230140 ARATUBA, 230150 ARNEIROZ, 230160 ASSARE, 230170 AURORA, 230180 BAIXIO, 230185 BANABUIU, 230195 BARREIRA, 230200 BARRO, 230205 BARROQUINHA, 230220 BEBERIBE, 230230 BELA CRUZ, 230240 BOA VIAGEM, 230290 CAPISTRANO, 230300 CARIDADE, 230310 CARIRE, 230320 CARIRIACU, 230330 CARIUS, 230340 CARNAUBAL, 230360 CATARINA, 230365 CATUNDA, 230390 CHAVAL, 230393 CHORO, 230395 CHOROZINHO, 230400 COREAU, 230423 CROATA, 230425 CRUZ, 230426 DEPUTADO IRAPUAN PINHEIRO, 230427 ERERE, 230430 FARIAS BRITO, 230445 FORTIM, 230450 FRECHEIRINHA, 230460 GENERAL SAMPAIO, 230465 GRACA, 230470 GRANJA, 230480 GRANJEIRO, 230490 GROAIRAS, 230500 GUARACIABA DO NORTE, 230510 GUARAMIRANGA, 230520 HIDROLANDIA, 230526 IBARETAMA, 230530 IBIAPINA, 230533 IBICUITINGA, 230535 ICAPUI, 230560 INDEPENDENCIA, 230565 IPAPORANGA, 230570 IPAUMIRIM, 230590 IPUEIRAS, 230600 IRACEMA, 230610 IRAUCUBA, 230620 ITAICABA, 230650 ITAPIUNA, 230655 ITAREMA, 230660 ITATIRA, 230670 JAGUARETAMA, 230680 JAGUARIBARA, 230700 JAGUARUANA, 230710 JARDIM, 230720 JATI, 230725 JIJOCA DE JERICOACOARA, 230740 JUCAS, 230750 LAVRAS DA MANGABEIRA, 230763 MADALENA, 230780 MARCO, 230800 MASSAPE, 230810 MAURITI, 230820 MERUOCA, 230830 MILAGRES, 230835 MILHA, 230837 MIRAIMA, 230840 MISSAO VELHA, 230850 MOMBACA, 230860 MONSENHOR TABOSA, 230880 MORAUJO, 230890 MORRINHOS, 230900 MUCAMBO, 230910 MULUNGU, 230920 NOVA OLINDA, 230940 NOVO ORIENTE, 230945 OCARA, 230980 PACOTI, 230990 PACUJA, 231000 PALHANO, 231010 PALMACIA, 231030 PARAMBU, 231040 PARAMOTI, 231060 PENAFORTE, 231080 PEREIRO, 231090 PIQUET CARNEIRO, 231095 PIRES FERREIRA, 231100 PORANGA, 231110 PORTEIRAS, 231120 POTENGI, 231123 POTIRETAMA, 231126 QUITERIANOPOLIS, 231135 QUIXELO, 231170 RERIUTABA, 231190 SABOEIRO, 231195 SALITRE, 231200 SANTANA DO ACARAU, 231210 SANTANA DO CARIRI, 231220 SANTA QUITERIA, 231230 SAO BENEDITO, 231240 SAO GONCALO DO AMARANTE, 231250 SAO JOAO DO JAGUARIBE, 231260 SAO LUIS DO CURU, 231270 SENADOR POMPEU, 231280 SENADOR SA, 231300 SOLONOPOLE, 231320 TAMBORIL, 231325 TARRAFAS, 231335 TEJUCUOCA, 231350 TRAIRI, 231355 TURURU, 231360 UBAJARA, 231370 UMARI, 231375 UMIRIM, 231390 URUOCA, 231410 VICOSA DO CEARA
Sexo: Masc
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;8;3;2;-;2;9;9;12;14;17;14;24;21;13;35;30;36;152;-;401
". 001 Doenças infecciosas intestinais";-;-;3;2;2;-;-;-;-;2;1;2;1;1;3;-;1;5;7;16;-;46
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;2;1;-;-;-;-;2;1;2;1;-;3;-;1;5;7;10;-;37
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6;-;9
". 005-006 Tuberculose";-;-;-;-;-;-;-;2;2;-;2;1;1;4;4;2;2;1;3;3;-;27
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;1;2;-;2;1;1;3;4;2;2;1;2;3;-;24
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;3
". 007-015 Outras doenças bacterianas";-;-;4;1;-;-;1;4;1;3;5;4;6;9;8;9;20;21;24;124;-;244
"... 008 Leptospirose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;-;5
"... 013 Infecção meningocócica";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"... 014 Septicemia";-;-;4;1;-;-;1;3;1;3;3;3;4;5;5;8;14;19;20;105;-;199
". 016-023 Doenças virais";-;-;-;-;-;-;1;2;5;6;4;9;2;7;3;-;5;-;-;2;-;46
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;2;5;6;4;7;2;6;3;-;1;-;-;-;-;36
". 024-027 Doenças transmitidas por protozoários";-;-;1;-;-;-;-;-;-;1;2;1;1;2;3;2;5;3;1;5;-;27
"... 025 Leishmaniose";-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;1;2;-;9
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;2;-;1;2;1;2;5;1;-;3;-;17
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2
"... 029 Cisticercose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 030 Restante de helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;-;1;-;1;2;-;9
"032-052 NEOPLASIAS";-;-;2;7;8;6;7;12;13;14;10;25;47;79;123;163;183;201;230;424;-;1554
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;3;1;3;6;11;8;9;6;13;-;60
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;1;-;-;4;4;8;5;7;12;19;11;15;-;86
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;1;2;3;1;8;15;17;17;18;28;37;32;-;179
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;-;-;4;6;7;8;4;10;13;20;-;73
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;1;-;-;1;4;2;4;2;9;4;8;10;12;-;57
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;1;-;-;-;-;2;3;8;7;13;7;8;18;-;67
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;3;2;4;8;3;6;8;11;-;46
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;1;-;1;5;6;18;31;28;25;26;45;-;186
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;2;3;3;1;3;-;16
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;1;-;-;-;-;2;7;10;27;37;42;130;-;256
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;1;2;11;-;21
