 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 250010 AGUA BRANCA, 250020 AGUIAR, 250040 ALAGOA NOVA, 250050 ALAGOINHA, 250053 ALCANTIL, 250057 ALGODAO DE JANDAIRA, 250070 SAO JOAO DO RIO DO PEIXE, 250073 AMPARO, 250077 APARECIDA, 250080 ARACAGI, 250090 ARARA, 250100 ARARUNA, 250115 AREIA DE BARAUNAS, 250120 AREIAL, 250130 AROEIRAS, 250135 ASSUNCAO, 250153 BARAUNA, 250157 BARRA DE SANTANA, 250160 BARRA DE SANTA ROSA, 250170 BARRA DE SAO MIGUEL, 250190 BELEM, 250200 BELEM DO BREJO DO CRUZ, 250205 BERNARDINO BATISTA, 250210 BOA VENTURA, 250215 BOA VISTA, 250220 BOM JESUS, 250230 BOM SUCESSO, 250240 BONITO DE SANTA FE, 250260 IGARACY, 250270 BORBOREMA, 250280 BREJO DO CRUZ, 250290 BREJO DOS SANTOS, 250310 CABACEIRAS, 250330 CACHOEIRA DOS INDIOS, 250340 CACIMBA DE AREIA, 250350 CACIMBA DE DENTRO, 250355 CACIMBAS, 250360 CAICARA, 250375 CAJAZEIRINHAS, 250380 CALDAS BRANDAO, 250390 CAMALAU, 250407 CARAUBAS, 250410 CARRAPATEIRA, 250415 CASSERENGUE, 250420 CATINGUEIRA, 250435 CATURITE, 250450 CONDADO, 250470 CONGO, 250485 COXIXOLA, 250500 CUBATI, 250523 CUITE DE MAMANGUAPE, 250530 CURRAL VELHO, 250535 DAMIAO, 250540 DESTERRO, 250550 VISTA SERRANA, 250560 DIAMANTE, 250570 DONA INES, 250580 DUAS ESTRADAS, 250590 EMAS, 250610 FAGUNDES, 250620 FREI MARTINHO, 250625 GADO BRAVO, 250640 GURINHEM, 250650 GURJAO, 250660 IBIARA, 250670 IMACULADA, 250720 ITATUBA, 250740 JERICO, 250770 JUAZEIRINHO, 250780 JUNCO DO SERIDO, 250800 JURU, 250810 LAGOA, 250820 LAGOA DE DENTRO, 250840 LASTRO, 250850 LIVRAMENTO, 250855 LOGRADOURO, 250870 MAE D'AGUA, 250900 MANAIRA, 250933 MATINHAS, 250937 MATO GROSSO, 250939 MATUREIA, 250940 MOGEIRO, 250950 MONTADAS, 250960 MONTE HOREBE, 250980 MULUNGU, 250990 NATUBA, 251000 NAZAREZINHO, 251020 NOVA OLINDA, 251030 NOVA PALMEIRA, 251040 OLHO D'AGUA, 251050 OLIVEDOS, 251060 OURO VELHO, 251065 PARARI, 251070 PASSAGEM, 251090 PAULISTA, 251100 PEDRA BRANCA, 251110 PEDRA LAVRADA, 251160 PILOES, 251200 POCINHOS, 251203 POCO DANTAS, 251207 POCO DE JOSE DE MOURA, 251220 PRATA, 251274 RIACHAO, 251275 RIACHAO DO BACAMARTE, 251276 RIACHAO DO POCO, 251278 RIACHO DE SANTO ANTONIO, 251280 RIACHO DOS CAVALOS, 251300 SALGADINHO, 251310 SALGADO DE SAO FELIX, 251315 SANTA CECILIA, 251320 SANTA CRUZ, 251330 SANTA HELENA, 251335 SANTA INES, 251350 SANTANA DE MANGUEIRA, 251360 SANTANA DOS GARROTES, 251365 JOCA CLAUDINO, 251380 SANTA TERESINHA, 251385 SANTO ANDRE, 251392 SAO BENTINHO, 251394 SAO DOMINGOS DO CARIRI, 251396 SAO DOMINGOS, 251398 SAO FRANCISCO, 251400 SAO JOAO DO CARIRI, 251410 SAO JOAO DO TIGRE, 251420 SAO JOSE DA LAGOA TAPADA, 251430 SAO JOSE DE CAIANA, 251440 SAO JOSE DE ESPINHARAS, 251445 SAO JOSE DOS RAMOS, 251450 SAO JOSE DE PIRANHAS, 251455 SAO JOSE DE PRINCESA, 251460 SAO JOSE DO BONFIM, 251465 SAO JOSE DO BREJO DO CRUZ, 251470 SAO JOSE DO SABUGI, 251480 SAO JOSE DOS CORDEIROS, 251510 SAO SEBASTIAO DE LAGOA DE ROCA, 251520 SAO SEBASTIAO DO UMBUZEIRO, 251540 SAO VICENTE DO SERIDO, 251550 SERRA BRANCA, 251560 SERRA DA RAIZ, 251570 SERRA GRANDE, 251580 SERRA REDONDA, 251590 SERRARIA, 251593 SERTAOZINHO, 251597 SOBRADO, 251610 SOLEDADE, 251615 SOSSEGO, 251640 TACIMA, 251650 TAPEROA, 251660 TAVARES, 251670 TEIXEIRA, 251675 TENORIO, 251680 TRIUNFO, 251700 UMBUZEIRO, 251710 VARZEA, 251720 VIEIROPOLIS, 251740 ZABELE
Sexo: Masc
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;4;-;-;2;-;2;7;1;9;11;12;14;22;22;21;32;40;133;-;332
". 001 Doenças infecciosas intestinais";-;-;2;-;-;-;-;-;-;-;1;-;1;1;1;-;-;3;3;4;-;16
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;1;-;7
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;3;-;9
". 005-006 Tuberculose";-;-;-;-;-;-;-;1;-;-;1;-;-;2;1;1;1;-;-;-;-;7
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;1;-;-;1;-;-;2;1;1;1;-;-;-;-;7
". 007-015 Outras doenças bacterianas";-;-;2;-;-;1;-;1;2;-;2;5;3;8;13;11;13;17;18;74;-;170
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 014 Septicemia";-;-;2;-;-;1;-;1;1;-;1;4;3;6;8;10;8;11;15;58;-;129
"... 015 Infecções com transmissão predom sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;4;1;3;5;4;1;1;1;2;1;2;2;-;27
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;-;5
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;4;1;3;3;4;1;1;-;1;1;-;-;-;19
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;1;-;-;-;-;1;-;2;-;1;3;-;1;-;3;-;12
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;-;1;-;3;-;9
"... 027 Toxoplasmose";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;1;-;1;1;2;2;5;6;5;10;17;50;-;100
"032-052 NEOPLASIAS";-;-;-;2;1;1;1;1;7;7;7;19;22;30;59;61;84;89;85;179;-;655
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;1;-;-;2;1;5;7;4;-;4;6;-;30
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;1;1;1;8;1;5;5;4;6;-;32
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;1;3;1;5;6;10;15;11;11;-;63
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;1;2;-;3;2;2;1;6;4;1;4;8;-;34
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;1;-;-;-;-;-;-;-;-;-;2;5;2;6;8;6;5;-;35
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;2;5;1;7;-;23
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;7;2;3;4;-;22
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;2;2;1;4;7;7;5;14;6;16;-;64
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;-;4
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;1;-;4;2;7;6;10;18;56;-;104
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;3;-;11
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;1;-;1;1;2;-;3;5;3;4;2;2;4;6;1;2;-;37
". 048 Linfoma não-Hodgkin";-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;3;1;3;1;-;-;12
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;-;6
". 050 Leucemia";-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;1;3;-;2;7;-;17
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;3;7;-;15
". 052 Restante de neoplasias malignas";-;-;-;-;-;1;-;-;3;2;1;5;8;8;13;11;23;15;17;37;-;144
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;2;2;-;1;-;-;-;-;1;1;-;1;-;1;1;-;-;7;-;17
". 053 Anemias";-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;6;-;11
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;6
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;1;1;-;1;1;2;3;3;4;6;14;20;20;26;39;27;121;-;290
". 055 Diabetes mellitus";-;-;-;-;1;-;-;-;1;2;2;4;5;11;16;18;21;37;27;93;-;238
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;1;-;-;1;2;-;2;-;-;16;-;23
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;1;-;-;1;1;1;1;-;-;1;2;2;2;3;2;-;12;-;29
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;1;1;1;5;3;7;6;8;3;8;6;-;14;-;63
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;1;1;5;3;7;6;8;2;7;5;-;5;-;51
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;5;3;6;4;7;1;4;2;-;3;-;36
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;9;-;12
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;1;1;4;1;2;3;2;5;7;1;-;5;6;5;4;20;45;-;112
". 060 Meningite";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;10;37;-;51
