 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 210015 AGUA DOCE DO MARANHAO, 210090 ARAIOSES, 210210 BREJO, 210220 BURITI, 210630 MAGALHAES DE ALMEIDA, 210660 MATOES, 210667 MILAGRES DO MARANHAO, 210780 PARNARAMA, 211010 SANTA QUITERIA DO MARANHAO, 211023 SANTANA DO MARANHAO, 211060 SAO BERNARDO, 211090 SAO FRANCISCO DO MARANHAO, 211250 TUTOIA
Sexo: Masc
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;-;4;-;-;-;-;1;2;3;6;-;2;2;5;2;3;10;5;13;59
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;3
". 007-015 Outras doenças bacterianas";1;-;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;6;2;4;19
"... 014 Septicemia";-;-;3;-;-;-;-;-;-;-;-;-;1;-;1;-;-;6;2;3;16
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;2;3;6;-;-;-;1;2;-;-;-;1;15
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;2;3;6;-;-;-;1;2;-;-;-;1;15
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;1;3;3;8;19
"032-052 NEOPLASIAS";-;-;-;-;1;-;-;-;-;-;-;3;1;2;8;9;13;6;13;24;80
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;5
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;1;8;16
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;2;1;4;14
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;3
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 050 Leucemia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;2;6
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;-;4;-;6;5;20
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
". 053 Anemias";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;1;-;1;-;1;1;4;2;2;5;3;16;9;13;14;72
". 055 Diabetes mellitus";-;-;-;-;-;-;-;1;-;1;1;2;1;1;5;2;16;9;10;11;60
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;3
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;1;-;-;2;2;9
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;2;-;-;1;1;2;1;1;1;1;-;-;-;2;12
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;-;-;-;-;1;8
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;-;-;-;-;1;8
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;4
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;3;1;-;-;1;1;-;-;2;-;1;1;1;1;1;-;4;17
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4
". 062 Epilepsia";-;-;-;2;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;6
". 063 Restante das doenças do sistema nervoso";-;-;-;1;1;-;-;-;-;-;-;2;-;1;-;-;1;-;-;1;7
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;2;-;-;-;-;1;4;2;9;15;3;10;19;12;37;40;59;136;349
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;5;9;10;27;56
". 068 Doenças isquêmicas do coração";-;-;1;-;-;-;-;-;2;1;5;7;2;3;13;5;12;14;6;37;108
"... 068.1 Infarto agudo do miocárdio";-;-;1;-;-;-;-;-;2;1;5;7;2;3;10;5;11;14;5;35;101
". 069 Outras doenças cardíacas";-;-;1;-;-;-;-;1;-;-;4;2;-;4;-;3;6;9;12;23;65
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;4;1;3;3;1;13;8;30;46;109
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;1;-;1;2;8
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;-;-;-;2;2;1;1;3;3;2;3;1;3;6;13;11;38;90
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 074 Pneumonia";-;-;-;-;-;-;2;1;1;1;1;1;-;1;1;1;3;6;3;14;36
". 075 Out infec agudas das vias aéreas inferiores";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 075.1 Bronquiolite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3;4;9;19
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;1;-;-;2;2;1;1;-;2;2;4;4;14;33
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;1;-;-;-;-;1;-;2;3;7;6;6;9;1;7;5;8;9;65
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;3;-;-;-;7
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;2;1;4;6;2;6;-;-;-;3;2;26
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;2;1;2;5;2;3;-;-;-;3;2;20
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;4
". 082 Rest doenças do aparelho digestivo";-;-;1;-;-;-;-;1;-;-;2;3;-;1;3;-;4;5;5;7;32
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;4
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;4;1;3;3;6;20
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;2;2;4;12
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;6
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";10;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
". 093 Feto e recemnasc afet fat mat e compl grav";3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 096 Trans resp e cardiovas espec per perinatal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
