 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 260020 AFRANIO, 260060 ALAGOINHA, 260100 ANGELIM, 260180 BETANIA, 260200 BODOCO, 260220 BOM JARDIM, 260240 BREJAO, 260250 BREJINHO, 260270 BUENOS AIRES, 260280 BUIQUE, 260320 CAETES, 260330 CALCADO, 260340 CALUMBI, 260370 CANHOTINHO, 260380 CAPOEIRAS, 260390 CARNAIBA, 260392 CARNAUBEIRA DA PENHA, 260415 CASINHAS, 260430 CEDRO, 260470 CORRENTES, 260490 CUMARU, 260515 DORMENTES, 260530 EXU, 260560 FLORES, 260580 FREI MIGUELINHO, 260630 GRANITO, 260650 IATI, 260670 IBIRAJUBA, 260690 IGUARACY, 260700 INAJA, 260710 INGAZEIRA, 260750 ITAIBA, 260770 ITAPETIM, 260800 JATAUBA, 260805 JATOBA, 260825 JUCATI, 260830 JUPI, 260840 JUREMA, 260860 LAGOA DO OURO, 260870 LAGOA DOS GATOS, 260910 MACHADOS, 260915 MANARI, 260930 MIRANDIBA, 260970 OROBO, 260980 OROCO, 261010 PALMEIRINA, 261020 PANELAS, 261030 PARANATAMA, 261040 PARNAMIRIM, 261050 PASSIRA, 261080 PEDRA, 261120 POCAO, 261153 QUIXABA, 261170 RIACHO DAS ALMAS, 261200 SAIRE, 261210 SALGADINHO, 261230 SALOA, 261240 SANHARO, 261245 SANTA CRUZ, 261247 SANTA CRUZ DA BAIXA VERDE, 261255 SANTA FILOMENA, 261260 SANTA MARIA DA BOA VISTA, 261270 SANTA MARIA DO CAMBUCA, 261280 SANTA TEREZINHA, 261320 SAO JOAO, 261350 SAO JOSE DO BELMONTE, 261400 SERRITA, 261430 MOREILANDIA, 261440 SOLIDAO, 261470 TACAIMBO, 261480 TACARATU, 261510 TEREZINHA, 261520 TERRA NOVA, 261570 TRIUNFO, 261580 TUPANATINGA, 261590 TUPARETAMA, 261600 VENTUROSA, 261610 VERDEJANTE, 261618 VERTENTE DO LERIO, 261620 VERTENTES
Sexo: Masc
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;-;12;2;-;1;-;2;3;4;6;10;7;12;9;17;10;16;24;43;-;179
". 001 Doenças infecciosas intestinais";-;-;7;1;-;-;-;-;-;-;-;-;-;-;2;3;-;2;7;10;-;32
"... 003 Diarréia e gastroenterite orig infec pres";-;-;7;1;-;-;-;-;-;-;-;-;-;-;2;3;-;-;6;10;-;29
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;2;2;2;4;1;4;1;3;3;1;1;4;-;28
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;2;1;1;4;-;4;1;2;3;1;1;4;-;24
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;4
". 007-015 Outras doenças bacterianas";1;-;4;-;-;1;-;-;-;-;-;3;3;-;1;8;4;12;15;19;-;71
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 014 Septicemia";-;-;4;-;-;1;-;-;-;-;-;3;3;-;-;7;4;8;11;19;-;60
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;1;-;-;-;-;1;1;2;4;3;1;5;3;-;2;-;-;1;-;24
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;1;2;4;2;1;3;3;-;-;-;-;-;-;17
". 024-027 Doenças transmitidas por protozoários";-;-;-;1;-;-;-;-;-;-;-;-;-;3;1;2;1;1;1;4;-;14
"... 025 Leishmaniose";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;1;1;3;-;11
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;3
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"... 029 Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;4;-;7
"032-052 NEOPLASIAS";-;-;-;-;6;3;3;3;3;6;10;13;21;30;43;64;68;96;84;179;-;632
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;2;-;4;4;5;5;5;1;2;3;-;31
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;1;-;2;3;3;3;6;8;2;5;8;-;41
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;1;3;-;2;7;8;7;10;10;15;-;63
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;10;1;6;-;24
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;2;3;3;5;-;18
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;2;6;6;2;5;-;27
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;1;-;-;-;1;-;3;1;2;3;3;-;5;-;19
