 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 270010 AGUA BRANCA, 270090 BELO MONTE, 270120 CACIMBINHAS, 270150 CAMPO GRANDE, 270160 CANAPI, 270180 CARNEIROS, 270200 COITE DO NOIA, 270235 CRAIBAS, 270250 DOIS RIACHOS, 270255 ESTRELA DE ALAGOAS, 270290 GIRAU DO PONCIANO, 270310 IGACI, 270330 INHAPI, 270340 JACARE DOS HOMENS, 270370 JARAMATAIA, 270410 LAGOA DA CANOA, 270440 MAJOR ISIDORO, 270460 MARAVILHA, 270500 MATA GRANDE, 270530 MINADOR DO NEGRAO, 270540 MONTEIROPOLIS, 270580 OLHO D'AGUA DO CASADO, 270590 OLHO D'AGUA GRANDE, 270600 OLIVENCA, 270610 OURO BRANCO, 270620 PALESTINA, 270640 PAO DE ACUCAR, 270642 PARICONHA, 270720 POCO DAS TRINCHEIRAS, 270750 PORTO REAL DO COLEGIO, 270760 QUEBRANGULO, 270820 SAO BRAS, 270840 SAO JOSE DA TAPERA, 270895 SENADOR RUI PALMEIRA, 270920 TRAIPU
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;6;2;1;-;-;3;1;8;7;6;7;6;16;11;24;21;20;75;214
". 001 Doenças infecciosas intestinais";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;6
"... 003 Diarréia e gastroenterite orig infec pres";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;6
". 007-015 Outras doenças bacterianas";-;-;2;-;-;-;-;1;-;2;-;2;-;-;3;2;3;4;3;15;37
"... 014 Septicemia";-;-;2;-;-;-;-;1;-;2;-;2;-;-;3;1;2;2;2;11;28
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
". 024-027 Doenças transmitidas por protozoários";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"... 025 Leishmaniose";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
". 028-030 Helmintíases";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 030 Restante de helmintíases";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;1;-;1;-;-;2;1;6;7;4;6;6;11;8;20;17;17;58;165
"032-052 NEOPLASIAS";-;-;-;2;-;-;-;-;2;-;6;9;13;8;20;13;17;24;17;21;152
