 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 250010 AGUA BRANCA, 250020 AGUIAR, 250040 ALAGOA NOVA, 250050 ALAGOINHA, 250053 ALCANTIL, 250057 ALGODAO DE JANDAIRA, 250070 SAO JOAO DO RIO DO PEIXE, 250073 AMPARO, 250077 APARECIDA, 250080 ARACAGI, 250090 ARARA, 250100 ARARUNA, 250115 AREIA DE BARAUNAS, 250120 AREIAL, 250130 AROEIRAS, 250135 ASSUNCAO, 250153 BARAUNA, 250157 BARRA DE SANTANA, 250160 BARRA DE SANTA ROSA, 250170 BARRA DE SAO MIGUEL, 250190 BELEM, 250200 BELEM DO BREJO DO CRUZ, 250205 BERNARDINO BATISTA, 250210 BOA VENTURA, 250215 BOA VISTA, 250220 BOM JESUS, 250230 BOM SUCESSO, 250240 BONITO DE SANTA FE, 250260 IGARACY, 250270 BORBOREMA, 250280 BREJO DO CRUZ, 250290 BREJO DOS SANTOS, 250310 CABACEIRAS, 250330 CACHOEIRA DOS INDIOS, 250340 CACIMBA DE AREIA, 250350 CACIMBA DE DENTRO, 250355 CACIMBAS, 250360 CAICARA, 250375 CAJAZEIRINHAS, 250380 CALDAS BRANDAO, 250390 CAMALAU, 250407 CARAUBAS, 250410 CARRAPATEIRA, 250415 CASSERENGUE, 250420 CATINGUEIRA, 250435 CATURITE, 250450 CONDADO, 250470 CONGO, 250485 COXIXOLA, 250500 CUBATI, 250523 CUITE DE MAMANGUAPE, 250530 CURRAL VELHO, 250535 DAMIAO, 250540 DESTERRO, 250550 VISTA SERRANA, 250560 DIAMANTE, 250570 DONA INES, 250580 DUAS ESTRADAS, 250590 EMAS, 250610 FAGUNDES, 250620 FREI MARTINHO, 250625 GADO BRAVO, 250640 GURINHEM, 250650 GURJAO, 250660 IBIARA, 250670 IMACULADA, 250720 ITATUBA, 250740 JERICO, 250770 JUAZEIRINHO, 250780 JUNCO DO SERIDO, 250800 JURU, 250810 LAGOA, 250820 LAGOA DE DENTRO, 250840 LASTRO, 250850 LIVRAMENTO, 250855 LOGRADOURO, 250870 MAE D'AGUA, 250900 MANAIRA, 250933 MATINHAS, 250937 MATO GROSSO, 250939 MATUREIA, 250940 MOGEIRO, 250950 MONTADAS, 250960 MONTE HOREBE, 250980 MULUNGU, 250990 NATUBA, 251000 NAZAREZINHO, 251020 NOVA OLINDA, 251030 NOVA PALMEIRA, 251040 OLHO D'AGUA, 251050 OLIVEDOS, 251060 OURO VELHO, 251065 PARARI, 251070 PASSAGEM, 251090 PAULISTA, 251100 PEDRA BRANCA, 251110 PEDRA LAVRADA, 251160 PILOES, 251200 POCINHOS, 251203 POCO DANTAS, 251207 POCO DE JOSE DE MOURA, 251220 PRATA, 251274 RIACHAO, 251275 RIACHAO DO BACAMARTE, 251276 RIACHAO DO POCO, 251278 RIACHO DE SANTO ANTONIO, 251280 RIACHO DOS CAVALOS, 251300 SALGADINHO, 251310 SALGADO DE SAO FELIX, 251315 SANTA CECILIA, 251320 SANTA CRUZ, 251330 SANTA HELENA, 251335 SANTA INES, 251350 SANTANA DE MANGUEIRA, 251360 SANTANA DOS GARROTES, 251365 JOCA CLAUDINO, 251380 SANTA TERESINHA, 251385 SANTO ANDRE, 251392 SAO BENTINHO, 251394 SAO DOMINGOS DO CARIRI, 251396 SAO DOMINGOS, 251398 SAO FRANCISCO, 251400 SAO JOAO DO CARIRI, 251410 SAO JOAO DO TIGRE, 251420 SAO JOSE DA LAGOA TAPADA, 251430 SAO JOSE DE CAIANA, 251440 SAO JOSE DE ESPINHARAS, 251445 SAO JOSE DOS RAMOS, 251450 SAO JOSE DE PIRANHAS, 251455 SAO JOSE DE PRINCESA, 251460 SAO JOSE DO BONFIM, 251465 SAO JOSE DO BREJO DO CRUZ, 251470 SAO JOSE DO SABUGI, 251480 SAO JOSE DOS CORDEIROS, 251510 SAO SEBASTIAO DE LAGOA DE ROCA, 251520 SAO SEBASTIAO DO UMBUZEIRO, 251540 SAO VICENTE DO SERIDO, 251550 SERRA BRANCA, 251560 SERRA DA RAIZ, 251570 SERRA GRANDE, 251580 SERRA REDONDA, 251590 SERRARIA, 251593 SERTAOZINHO, 251597 SOBRADO, 251610 SOLEDADE, 251615 SOSSEGO, 251640 TACIMA, 251650 TAPEROA, 251660 TAVARES, 251670 TEIXEIRA, 251675 TENORIO, 251680 TRIUNFO, 251700 UMBUZEIRO, 251710 VARZEA, 251720 VIEIROPOLIS, 251740 ZABELE
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;1;6;1;-;1;5;8;9;28;38;43;60;69;53;65;63;68;77;232;-;827
". 001 Doenças infecciosas intestinais";-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;3;-;12
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;6
"... 004 Outras doenças infecciosas intestinais";-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;6
". 005-006 Tuberculose";-;-;-;-;-;-;-;2;1;2;1;1;1;2;-;2;1;-;-;-;-;13
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;1;2;1;1;1;2;-;2;1;-;-;-;-;11
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 007-015 Outras doenças bacterianas";-;-;1;1;-;-;2;1;2;4;4;3;4;9;11;7;8;16;8;52;-;133
"... 014 Septicemia";-;-;1;1;-;-;2;1;1;3;2;3;3;5;6;4;4;11;3;37;-;87
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;-;1;2;4;5;3;2;3;-;-;-;-;-;21
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;-;1;2;4;5;2;2;1;-;-;-;-;-;18
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;1;2;1;2;3;1;1;2;-;5;-;18
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;1;1;1;2;3;1;1;1;-;4;-;15
"... 027 Toxoplasmose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;1;-;-;1;3;4;6;21;30;33;48;53;37;50;52;49;69;172;-;629
"032-052 NEOPLASIAS";-;-;-;-;2;4;4;2;6;4;7;14;22;36;51;52;71;80;72;167;-;594
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;2;3;-;6;2;-;3;3;3;-;22
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;1;-;-;2;7;6;5;6;7;1;6;-;41
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;2;4;5;7;8;3;7;9;12;-;57
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;2;1;1;5;2;6;9;6;8;-;40
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4;3;5;-;5;-;21
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;1;3;2;7;-;18
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;1;1;2;1;2;4;2;4;4;3;3;-;27
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;1;-;-;-;-;-;2;2;4;6;7;11;10;11;16;-;70
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;3;-;7
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;10;11;9;47;-;82
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;4;-;11
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;1;-;2;1;1;1;2;-;-;3;4;-;3;3;2;-;-;23
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;2;1;4;-;1;-;-;1;-;-;9
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;1;-;8
". 050 Leucemia";-;-;-;-;-;2;1;1;1;-;1;-;1;-;-;-;1;3;3;7;-;21
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;1;2;14;-;23
". 052 Restante de neoplasias malignas";-;-;-;-;1;1;1;-;4;1;2;1;2;7;6;12;17;11;16;31;-;113
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;-;-;1;-;1;1;-;-;1;1;1;4;1;9;-;21
". 053 Anemias";-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;1;1;3;1;8;-;18
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;3
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;1;-;1;1;-;3;4;8;14;8;10;28;14;39;42;86;-;259
". 055 Diabetes mellitus";-;-;-;-;-;-;1;1;-;3;2;5;8;8;7;24;13;29;33;67;-;201
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;3;1;3;2;10;-;24
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;1;-;-;-;-;-;1;3;4;-;1;1;-;7;7;9;-;34
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;1;-;2;6;1;4;6;4;5;1;1;5;2;-;38
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;1;-;2;4;1;3;5;3;4;1;1;2;2;-;29
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;2;3;1;3;3;3;3;-;1;1;1;-;21
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;1;-;-;3;-;-;9
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;1;-;1;3;2;1;-;2;3;4;3;1;7;2;11;16;56;-;114
". 060 Meningite";-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;5;7;41;-;56
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;3;-;1;2;4;-;15
". 063 Restante das doenças do sistema nervoso";-;-;-;1;-;1;3;2;-;-;2;1;-;2;1;3;1;5;7;11;-;40
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;2;-;-;-;3;4;5;13;16;25;30;61;80;87;102;127;133;447;-;1135
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3
