 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 210015 AGUA DOCE DO MARANHAO, 210090 ARAIOSES, 210210 BREJO, 210220 BURITI, 210630 MAGALHAES DE ALMEIDA, 210660 MATOES, 210667 MILAGRES DO MARANHAO, 210780 PARNARAMA, 211010 SANTA QUITERIA DO MARANHAO, 211023 SANTANA DO MARANHAO, 211060 SAO BERNARDO, 211090 SAO FRANCISCO DO MARANHAO, 211250 TUTOIA
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;4;2;-;1;1;-;3;5;9;8;14;7;14;18;18;16;20;31;-;171
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;3
". 007-015 Outras doenças bacterianas";-;-;4;1;-;1;-;-;1;-;2;1;1;-;-;3;1;3;1;11;-;30
"... 014 Septicemia";-;-;4;1;-;1;-;-;1;-;2;1;-;-;-;3;1;3;1;11;-;29
". 016-023 Doenças virais";-;-;-;-;-;-;1;-;-;2;2;2;2;-;1;-;-;-;1;-;-;11
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;1;-;-;2;2;2;2;-;1;-;-;-;1;-;-;11
". 031 Restante algumas doenç infec e parasitárias";-;-;-;1;-;-;-;-;2;2;5;5;11;7;13;15;16;11;18;19;-;125
"032-052 NEOPLASIAS";-;-;-;-;1;-;-;3;3;2;-;3;4;6;4;10;10;13;9;23;-;91
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;-;-;5
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;1;-;6
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;4
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;2;2;1;1;-;10
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;4
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;1;-;-;6
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;8;-;15
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;4
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;2;3;1;-;1;-;3;-;2;2;1;-;7;-;22
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;4
". 053 Anemias";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;4
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;1;-;-;-;2;1;1;1;3;4;3;5;4;7;8;8;12;-;61
". 055 Diabetes mellitus";-;-;-;-;-;-;-;1;1;1;1;3;3;3;4;4;7;8;6;11;-;53
". 056 Desnutrição";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;2;-;-;6
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;3
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;3
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;2;-;1;-;-;-;-;1;-;1;1;-;-;-;3;2;7;-;19
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;5
". 062 Epilepsia";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;2;-;1;-;-;-;-;1;-;1;1;-;-;-;1;2;4;-;13
