 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 210015 AGUA DOCE DO MARANHAO, 210090 ARAIOSES, 210210 BREJO, 210220 BURITI, 210630 MAGALHAES DE ALMEIDA, 210660 MATOES, 210667 MILAGRES DO MARANHAO, 210780 PARNARAMA, 211010 SANTA QUITERIA DO MARANHAO, 211023 SANTANA DO MARANHAO, 211060 SAO BERNARDO, 211090 SAO FRANCISCO DO MARANHAO, 211250 TUTOIA
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;1;-;-;1;-;1;1;4;3;5;4;6;6;7;8;10;30;89
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;5;10
"... 014 Septicemia";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;5;8
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;-;-;-;5
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;-;-;-;5
". 031 Restante algumas doenç infec e parasitárias";-;-;-;1;-;-;1;-;-;1;3;1;4;2;5;5;6;7;10;25;71
"032-052 NEOPLASIAS";-;-;-;-;-;-;1;-;1;3;6;8;3;7;6;5;10;9;6;13;78
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;2;1;1;7
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;1;6
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;4
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;1;2;2;1;1;-;1;-;2;-;-;10
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;1;3;3;2;-;-;-;2;1;2;3;17
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;5
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 050 Leucemia";-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;3
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;4
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;1;1;4;11
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;4
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;-;1;-;-;3;-;3;5;6;5;10;7;25;66
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;-;3;-;3;4;6;4;10;7;23;60
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;4
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;-;1;1;-;1;-;-;-;1;-;-;1;1;-;-;-;6;13
". 060 Meningite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
". 062 Epilepsia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;2;7
"065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;-;-;4;5;1;7;12;15;14;21;28;23;103;233
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;6;5;2;5;3;20;43
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;1;1;-;-;4;3;3;5;11;6;25;59
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;1;1;-;-;4;3;3;5;10;6;24;57
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;2;1;-;3;2;-;1;4;2;8;13;36
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;1;3;-;3;5;6;4;9;10;6;43;90
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;1;1;1;1;2;-;-;1;1;1;-;4;5;9;4;6;34;71
". 074 Pneumonia";-;-;-;1;-;1;1;2;-;-;-;-;1;-;4;3;3;1;1;15;33
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;7;14
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;2;4;1;2;12;24
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;1;4;5;2;2;18
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;-;-;6
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;3
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;2;1;2;9
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;2;8
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;3;-;2;10
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;3
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;5
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";16;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
". 093 Feto e recemnasc afet fat mat e compl grav";3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 094 Transt relac duração gestação e cresc fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
". 097 Rest afec originadas no período perinatal";5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";6;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
". 098 Malformações congênitas do sistema nervoso";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 099 Malf congênitas do aparelho circulatório";2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 100 Rest de malf cong, deform e anomal Cromoss";2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;1;-;-;1;1;-;1;2;2;2;5;4;3;9;12;8;38;90
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;1;2;2;2;13;25
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;1;-;-;1;-;-;1;2;1;2;3;3;2;7;10;6;24;64
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;-;1;1;4;5;1;-;1;1;1;-;-;-;1;1;-;3;20
". 104 Acidentes de transporte";-;-;-;-;-;-;2;3;1;-;-;-;1;-;-;-;-;1;-;-;8
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 106 Afogamento e submersões acidentais";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;3
