 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220005 ACAUA, 220010 AGRICOLANDIA, 220025 ALAGOINHA DO PIAUI, 220027 ALEGRETE DO PIAUI, 220030 ALTO LONGA, 220050 AMARANTE, 220060 ANGICAL DO PIAUI, 220070 ANISIO DE ABREU, 220090 AROAZES, 220095 AROEIRAS DO ITAIM, 220100 ARRAIAL, 220105 ASSUNCAO DO PIAUI, 220120 BARRAS, 220140 BARRO DURO, 220150 BATALHA, 220157 BELEM DO PIAUI, 220160 BENEDITINOS, 220173 BETANIA DO PIAUI, 220177 BOA HORA, 220180 BOCAINA, 220191 BOM PRINCIPIO DO PIAUI, 220192 BONFIM DO PIAUI, 220194 BOQUEIRAO DO PIAUI, 220196 BRASILEIRA, 220198 BREJO DO PIAUI, 220200 BURITI DOS LOPES, 220202 BURITI DOS MONTES, 220205 CABECEIRAS DO PIAUI, 220207 CAJAZEIRAS DO PIAUI, 220209 CALDEIRAO GRANDE DO PIAUI, 220210 CAMPINAS DO PIAUI, 220213 CAMPO GRANDE DO PIAUI, 220217 CAMPO LARGO DO PIAUI, 220240 CAPITAO DE CAMPOS, 220250 CARACOL, 220253 CARAUBAS DO PIAUI, 220255 CARIDADE DO PIAUI, 220265 CAXINGO, 220270 COCAL, 220271 COCAL DE TELHA, 220272 COCAL DOS ALVES, 220273 COIVARAS, 220277 COLONIA DO PIAUI, 220280 CONCEICAO DO CANINDE, 220285 CORONEL JOSE DIAS, 220325 CURRALINHOS, 220327 CURRAL NOVO DO PIAUI, 220330 DEMERVAL LOBAO, 220335 DIRCEU ARCOVERDE, 220340 DOM EXPEDITO LOPES, 220342 DOMINGOS MOURAO, 220345 DOM INOCENCIO, 220350 ELESBAO VELOSO, 220375 FARTURA DO PIAUI, 220385 FLORESTA DO PIAUI, 220410 FRANCISCO AYRES, 220415 FRANCISCO MACEDO, 220420 FRANCISCO SANTOS, 220430 FRONTEIRAS, 220435 GEMINIANO, 220465 ILHA GRANDE, 220470 INHUMA, 220480 IPIRANGA DO PIAUI, 220490 ISAIAS COELHO, 220500 ITAINOPOLIS, 220510 ITAUEIRA, 220515 JACOBINA DO PIAUI, 220520 JAICOS, 220525 JARDIM DO MULATO, 220527 JATOBA DO PIAUI, 220530 JERUMENHA, 220535 JOAO COSTA, 220540 JOAQUIM PIRES, 220551 JUAZEIRO DO PIAUI, 220553 JUREMA, 220554 LAGOINHA DO PIAUI, 220555 LAGOA ALEGRE, 220556 LAGOA DO BARRO DO PIAUI, 220557 LAGOA DE SAO FRANCISCO, 220558 LAGOA DO PIAUI, 220559 LAGOA DO SITIO, 220570 LUIS CORREIA, 220605 MASSAPE DO PIAUI, 220610 MATIAS OLIMPIO, 220620 MIGUEL ALVES, 220630 MIGUEL LEAO, 220635 MILTON BRANDAO, 220640 MONSENHOR GIL, 220650 MONSENHOR HIPOLITO, 220669 MURICI DOS PORTELAS, 220670 NAZARE DO PIAUI, 220672 NAZARIA, 220675 NOSSA SENHORA DE NAZARE, 220680 NOSSA SENHORA DOS REMEDIOS, 220690 NOVO ORIENTE DO PIAUI, 220695 NOVO SANTO ANTONIO, 220710 OLHO D'AGUA DO PIAUI, 220720 PADRE MARCOS, 220750 PALMEIRAIS, 220755 PAQUETA, 220775 PASSAGEM FRANCA DO PIAUI, 220777 PATOS DO PIAUI, 220779 PAU D'ARCO DO PIAUI, 220795 NOVA SANTA RITA, 220820 PIO IX, 220850 PORTO, 220860 PRATA DO PIAUI, 220865 QUEIMADA NOVA, 220910 SANTA CRUZ DO PIAUI, 220915 SANTA CRUZ DOS MILAGRES, 220935 SANTANA DO PIAUI, 220937 SANTA ROSA DO PIAUI, 220940 SANTO ANTONIO DE LISBOA, 220945 SANTO ANTONIO DOS MILAGRES, 220950 SANTO INACIO DO PIAUI, 220955 SAO BRAZ DO PIAUI, 220960 SAO FELIX DO PIAUI, 220970 SAO FRANCISCO DO PIAUI, 220980 SAO GONCALO DO PIAUI, 220985 SAO JOAO DA CANABRAVA, 220987 SAO JOAO DA FRONTEIRA, 220990 SAO JOAO DA SERRA, 220995 SAO JOAO DA VARJOTA, 220997 SAO JOAO DO ARRAIAL, 221005 SAO JOSE DO DIVINO, 221020 SAO JOSE DO PIAUI, 221030 SAO JULIAO, 221035 SAO LOURENCO DO PIAUI, 221037 SAO LUIS DO PIAUI, 221038 SAO MIGUEL DA BAIXA GRANDE, 221040 SAO MIGUEL DO TAPUIO, 221050 SAO PEDRO DO PIAUI, 221065 SIGEFREDO PACHECO, 221070 SIMOES, 221080 SIMPLICIO MENDES, 221093 SUSSUAPARA, 221095 TAMBORIL DO PIAUI, 221097 TANQUE DO PIAUI, 221110 UNIAO, 221135 VARZEA BRANCA, 221140 VARZEA GRANDE, 221150 VERA MENDES, 221160 VILA NOVA DO PIAUI, 221170 WALL FERRAZ
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;3;3;2;-;2;3;2;7;9;10;21;13;18;28;41;43;52;104;-;361
". 001 Doenças infecciosas intestinais";-;-;-;2;-;-;-;-;-;-;-;-;-;1;2;-;1;2;4;5;-;17
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;2;-;-;-;-;-;-;-;-;-;1;2;-;-;1;2;3;-;11
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;6
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;1;-;2;-;-;8
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;1;-;1;-;-;7
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 007-015 Outras doenças bacterianas";-;-;2;1;2;-;1;-;-;-;1;1;-;1;4;5;4;6;8;14;-;50
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;2;1;2;-;1;-;-;-;-;1;-;1;4;4;2;4;7;5;-;34
". 016-023 Doenças virais";-;-;-;-;-;-;-;2;1;2;1;2;4;-;2;1;-;-;-;-;-;15
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;1;2;1;2;4;-;-;1;-;-;-;-;-;12
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;1;3;-;8
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;3;-;6
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 029 Cisticercose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;1;-;-;-;1;1;1;4;6;5;16;10;8;21;34;35;37;82;-;262
"032-052 NEOPLASIAS";-;-;3;2;2;-;2;1;2;4;7;18;35;35;33;47;42;45;51;83;-;412
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;1;2;1;-;9
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;1;6;-;13
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;2;4;4;1;-;17
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;4;3;7;1;9;-;30
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;7;4;7;3;5;-;30
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;5
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;1;-;1;-;6
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;1;-;-;-;-;-;1;-;-;-;1;1;2;3;7;6;12;6;-;40
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;1;-;1;2;10;7;7;6;10;5;3;7;-;59
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;2;3;7;7;7;3;3;2;3;5;3;-;45
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;-;-;3;-;8
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;1;1;4;2;3;2;1;-;1;3;-;18
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;-;5
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;2;-;2;-;-;-;-;1;3;2;1;1;2;1;3;3;-;21
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;1;-;-;-;-;-;5
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;4
". 050 Leucemia";-;-;-;1;-;-;-;-;-;-;1;-;1;1;-;2;-;-;4;3;-;13
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;4;2;1;-;11
". 052 Restante de neoplasias malignas";-;-;2;1;-;-;-;-;-;1;-;3;5;6;6;8;5;4;7;25;-;73
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;1;1;-;1;1;2;1;1;-;-;1;-;-;3;1;3;-;16
". 053 Anemias";-;-;-;-;1;1;-;-;1;2;1;1;-;-;1;-;-;3;1;2;-;14
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2
