 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 230010 ABAIARA, 230020 ACARAU, 230030 ACOPIARA, 230040 AIUABA, 230050 ALCANTARAS, 230060 ALTANEIRA, 230070 ALTO SANTO, 230075 AMONTADA, 230080 ANTONINA DO NORTE, 230090 APUIARES, 230120 ARACOIABA, 230125 ARARENDA, 230130 ARARIPE, 230140 ARATUBA, 230150 ARNEIROZ, 230160 ASSARE, 230170 AURORA, 230180 BAIXIO, 230185 BANABUIU, 230195 BARREIRA, 230200 BARRO, 230205 BARROQUINHA, 230220 BEBERIBE, 230230 BELA CRUZ, 230240 BOA VIAGEM, 230290 CAPISTRANO, 230300 CARIDADE, 230310 CARIRE, 230320 CARIRIACU, 230330 CARIUS, 230340 CARNAUBAL, 230360 CATARINA, 230365 CATUNDA, 230390 CHAVAL, 230393 CHORO, 230395 CHOROZINHO, 230400 COREAU, 230423 CROATA, 230425 CRUZ, 230426 DEPUTADO IRAPUAN PINHEIRO, 230427 ERERE, 230430 FARIAS BRITO, 230445 FORTIM, 230450 FRECHEIRINHA, 230460 GENERAL SAMPAIO, 230465 GRACA, 230470 GRANJA, 230480 GRANJEIRO, 230490 GROAIRAS, 230500 GUARACIABA DO NORTE, 230510 GUARAMIRANGA, 230520 HIDROLANDIA, 230526 IBARETAMA, 230530 IBIAPINA, 230533 IBICUITINGA, 230535 ICAPUI, 230560 INDEPENDENCIA, 230565 IPAPORANGA, 230570 IPAUMIRIM, 230590 IPUEIRAS, 230600 IRACEMA, 230610 IRAUCUBA, 230620 ITAICABA, 230650 ITAPIUNA, 230655 ITAREMA, 230660 ITATIRA, 230670 JAGUARETAMA, 230680 JAGUARIBARA, 230700 JAGUARUANA, 230710 JARDIM, 230720 JATI, 230725 JIJOCA DE JERICOACOARA, 230740 JUCAS, 230750 LAVRAS DA MANGABEIRA, 230763 MADALENA, 230780 MARCO, 230800 MASSAPE, 230810 MAURITI, 230820 MERUOCA, 230830 MILAGRES, 230835 MILHA, 230837 MIRAIMA, 230840 MISSAO VELHA, 230850 MOMBACA, 230860 MONSENHOR TABOSA, 230880 MORAUJO, 230890 MORRINHOS, 230900 MUCAMBO, 230910 MULUNGU, 230920 NOVA OLINDA, 230940 NOVO ORIENTE, 230945 OCARA, 230980 PACOTI, 230990 PACUJA, 231000 PALHANO, 231010 PALMACIA, 231030 PARAMBU, 231040 PARAMOTI, 231060 PENAFORTE, 231080 PEREIRO, 231090 PIQUET CARNEIRO, 231095 PIRES FERREIRA, 231100 PORANGA, 231110 PORTEIRAS, 231120 POTENGI, 231123 POTIRETAMA, 231126 QUITERIANOPOLIS, 231135 QUIXELO, 231170 RERIUTABA, 231190 SABOEIRO, 231195 SALITRE, 231200 SANTANA DO ACARAU, 231210 SANTANA DO CARIRI, 231220 SANTA QUITERIA, 231230 SAO BENEDITO, 231240 SAO GONCALO DO AMARANTE, 231250 SAO JOAO DO JAGUARIBE, 231260 SAO LUIS DO CURU, 231270 SENADOR POMPEU, 231280 SENADOR SA, 231300 SOLONOPOLE, 231320 TAMBORIL, 231325 TARRAFAS, 231335 TEJUCUOCA, 231350 TRAIRI, 231355 TURURU, 231360 UBAJARA, 231370 UMARI, 231375 UMIRIM, 231390 URUOCA, 231410 VICOSA DO CEARA
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;1;10;6;5;3;9;29;41;52;78;121;118;180;204;203;193;273;278;677;-;2482
". 001 Doenças infecciosas intestinais";-;-;2;3;-;1;-;-;1;1;1;-;-;1;-;1;1;1;3;10;-;26
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;3;-;1;-;-;1;1;1;-;-;-;-;1;-;-;2;7;-;19
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;3;-;7
". 005-006 Tuberculose";-;-;-;-;-;-;-;2;1;-;2;-;1;4;-;3;3;-;2;7;-;25
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;2;1;-;2;-;1;4;-;2;3;-;2;7;-;24
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";1;-;3;1;2;-;2;2;2;4;5;11;7;16;13;21;21;20;36;91;-;258
"... 008 Leptospirose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;4
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;2;1;2;-;2;1;2;4;5;9;7;14;10;17;19;17;30;77;-;219
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;-;-;-;-;1;1;6;7;5;4;3;5;1;2;-;2;1;-;-;38
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;1;1;6;6;4;4;3;5;1;2;-;1;1;-;-;35
". 024-027 Doenças transmitidas por protozoários";-;-;-;1;-;-;-;1;-;1;2;-;4;1;-;5;-;1;3;3;-;22
"... 025 Leishmaniose";-;-;-;1;-;-;-;-;-;1;1;-;4;-;-;1;-;-;1;1;-;10
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;2;2;-;8
"... 027 Toxoplasmose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;-;4;-;8
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"... 029 Cisticercose";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;3;-;6
"... 030 Restante de helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 031 Restante algumas doenç infec e parasitárias";-;1;5;1;3;2;6;23;31;38;62;106;102;153;190;171;168;248;233;562;-;2105
"032-052 NEOPLASIAS";-;-;-;4;3;3;6;11;12;19;18;33;44;71;128;132;183;198;186;437;-;1488
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;1;1;-;-;-;2;1;5;5;8;5;4;7;5;9;-;53
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;1;3;4;7;10;9;15;7;7;21;-;84
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;2;1;4;2;2;4;10;15;13;27;28;25;33;-;166
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;-;1;1;1;8;6;14;7;6;24;-;69
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;1;-;-;1;-;2;2;1;2;8;7;8;5;15;-;52
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;1;-;-;-;2;-;5;6;10;12;7;10;-;53
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;1;-;-;1;2;-;8;9;8;4;5;4;-;42
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;1;-;1;1;1;4;3;11;11;19;26;29;26;43;-;176
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;1;5;-;11
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;1;-;1;1;5;11;20;24;38;137;-;238
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;4;1;5;5;-;21
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;1;1;2;2;2;1;-;2;3;3;5;4;4;6;11;4;5;-;56
". 048 Linfoma não-Hodgkin";-;-;-;-;1;-;-;1;3;2;1;2;1;2;6;1;3;1;8;5;-;37
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;3;1;-;-;9
". 050 Leucemia";-;-;-;2;-;-;-;2;1;3;2;2;2;4;3;6;2;5;8;6;-;48
". 051 Neoplasias in situ, benig, comport incert";-;-;-;1;1;-;-;-;-;-;1;1;-;5;7;3;8;6;9;26;-;68
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;1;4;3;6;5;11;13;17;33;24;29;43;26;89;-;304
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;3;2;-;1;-;3;5;-;1;2;-;-;3;2;5;4;3;16;-;50
". 053 Anemias";-;-;1;-;-;-;-;3;3;-;-;2;-;-;1;1;4;3;3;10;-;31
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;2;2;-;1;-;-;2;-;1;-;-;-;2;1;1;1;-;6;-;19
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;1;1;-;1;-;3;4;5;5;7;14;17;21;37;38;49;77;68;257;-;605
". 055 Diabetes mellitus";-;-;-;-;1;-;2;3;3;3;2;8;15;13;21;28;39;65;53;179;-;435
". 056 Desnutrição";-;-;-;-;-;-;-;1;-;-;1;2;1;1;2;2;6;3;7;37;-;63
". 057 Rest doenças endócr, nutricion e metabólicas";-;1;1;-;-;-;1;-;2;2;4;4;1;7;14;8;4;9;8;41;-;107
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;3;6;8;20;22;18;25;36;28;18;11;18;34;-;247
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;3;6;8;19;22;17;25;36;25;14;8;13;10;-;206
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;2;6;8;17;20;17;22;31;20;11;4;5;1;-;164
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;4;3;5;24;-;41
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;3;3;6;4;7;6;7;14;7;11;15;14;11;7;12;21;29;108;-;285
". 060 Meningite";-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;3
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;9;15;73;-;101
". 062 Epilepsia";-;-;-;1;3;1;1;3;1;8;3;4;9;5;6;-;-;1;4;1;-;51
". 063 Restante das doenças do sistema nervoso";-;-;3;2;3;3;5;3;6;5;4;7;5;9;4;6;10;11;10;34;-;130
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;2;1;1;2;5;13;15;23;41;63;74;123;167;225;275;362;358;1286;-;3036
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;-;3;4;-;12
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;1;1;1;1;4;8;14;19;31;36;49;56;284;-;505
". 068 Doenças isquêmicas do coração";-;-;-;1;-;1;-;4;5;10;19;23;36;52;69;94;113;144;121;357;-;1049
"... 068.1 Infarto agudo do miocárdio";-;-;-;1;-;1;-;3;5;10;18;21;33;47;63;88;110;132;101;315;-;948
". 069 Outras doenças cardíacas";-;-;2;-;-;-;4;5;6;6;7;15;12;21;28;34;36;57;63;265;-;561
". 070 Doenças cerebrovasculares";-;-;-;-;1;1;1;3;3;4;13;18;16;32;43;56;77;92;108;331;-;799
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;5
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;1;-;3;2;3;7;10;12;18;7;42;-;105
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;8;-;2;2;5;6;5;10;11;15;25;34;36;37;60;106;118;571;-;1051
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
". 074 Pneumonia";-;-;6;-;1;2;2;2;2;3;3;5;11;18;19;14;31;53;66;287;-;525
". 075 Out infec agudas das vias aéreas inferiores";-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3;-;6
"... 075.1 Bronquiolite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;1;-;-;1;1;1;4;3;5;7;10;25;14;107;-;179
"... 076.1 Asma";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;2;8;-;13
". 077 Restante  doenças do aparelho respiratório";-;-;1;-;1;-;2;4;3;6;6;8;10;13;12;16;19;28;37;172;-;338
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;2;4;-;1;3;7;8;19;37;35;50;49;51;51;52;39;39;116;-;563
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;1;-;-;1;-;2;2;2;6;4;2;3;3;10;-;36
". 079 Peritonite";-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;2;-;6
". 080 Doenças do fígado";-;-;1;1;-;-;2;1;7;15;28;22;37;39;32;27;22;16;11;18;-;279
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;4;9;15;10;16;18;19;13;9;4;4;5;-;126
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;1;2;3;10;8;14;19;9;11;7;8;5;8;-;105
"... 080.3 Outras doenças do fígado";-;-;1;1;-;-;2;-;1;3;3;4;7;2;4;3;6;4;2;5;-;48
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;1;-;5
". 082 Rest doenças do aparelho digestivo";-;-;1;2;-;1;-;6;1;3;8;11;10;7;12;19;28;18;25;85;-;237
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;1;-;-;-;1;-;1;3;1;2;5;4;9;6;11;-;44
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;1;-;2;2;-;2;-;3;1;2;1;4;13;-;31
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;1;-;-;1;2;1;-;2;8;7;3;6;11;18;24;20;27;124;-;255
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;2;3;2;2;6;-;18
". 086 Insuficiência renal";-;-;1;-;-;1;1;-;-;2;6;4;3;5;8;15;19;8;15;61;-;149
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;1;1;-;-;1;2;-;1;2;1;2;10;10;57;-;88
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";115;35;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;166
". 093 Feto e recemnasc afet fat mat e compl grav";20;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
". 094 Transt relac duração gestação e cresc fetal";16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
". 096 Trans resp e cardiovas espec per perinatal";50;17;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
". 097 Rest afec originadas no período perinatal";29;16;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";21;9;14;3;1;2;1;-;-;-;-;-;2;-;1;-;-;2;2;-;-;58
". 098 Malformações congênitas do sistema nervoso";5;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
". 099 Malf congênitas do aparelho circulatório";4;4;8;3;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;23
". 100 Rest de malf cong, deform e anomal Cromoss";12;2;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;25
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";1;-;1;1;-;1;4;5;8;9;15;16;19;11;26;17;22;23;24;107;-;310
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;13
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;1;1;-;-;3;-;1;-;-;1;-;1;-;8
". 103 Rest sint, sin e ach anorm clín e laborat";1;-;1;1;-;1;4;5;7;8;15;16;16;11;25;17;22;22;24;93;-;289
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";1;-;6;13;11;19;193;297;290;235;194;187;147;107;123;70;67;68;38;61;5;2132
". 104 Acidentes de transporte";-;-;1;2;4;4;60;85;90;83;79;66;71;41;46;30;26;27;11;7;2;735
". 105 Quedas";-;-;-;1;1;-;-;1;2;-;5;11;7;5;6;5;7;5;6;30;-;92
". 106 Afogamento e submersões acidentais";-;-;1;6;3;5;4;8;7;7;7;6;10;7;8;7;5;7;1;4;1;104
". 107 Exposição à fumaça, ao fogo e às chamas";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;6
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;2;1;-;-;6
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;2;17;29;28;28;18;29;16;18;23;12;14;15;8;15;-;272
". 110 Agressões";-;-;1;1;-;7;109;167;153;106;72;61;32;21;24;9;9;7;3;-;-;782
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;1;-;-;1;4;2;6;7;6;8;7;8;3;1;2;3;3;2;64
". 112 Intervenções legais e operações de guerra";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 113 Todas as outras causas externas";1;-;3;2;2;1;1;2;8;5;5;8;3;7;7;2;4;2;5;2;-;70
"Total";139;46;67;37;30;40;238;386;402;399;439;527;537;642;839;834;966;1214;1198;3818;5;12803
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
