 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290100 AMARGOSA, 290290 BARRA DO CHOCA, 290500 CACULE, 290520 CAETITE, 290600 CAMPO FORMOSO, 290670 CANDIDO SALES, 290730 CASTRO ALVES, 290780 CICERO DANTAS, 290790 CIPO, 291040 ENCRUZILHADA, 291110 FORMOSA DO RIO PRETO, 291190 IACU, 291350 IGUAI, 291400 IPIRA, 291510 ITAGI, 291685 ITATIM, 291690 ITIRUCU, 291835 JOAO DOURADO, 291915 LAPAO, 292050 MARACAS, 292120 MIGUEL CALMON, 292310 OLINDINA, 292460 PINDOBACU, 292480 PIRITIBA, 292600 REMANSO, 292630 RIACHAO DO JACUIPE, 292710 RODELAS, 292720 RUY BARBOSA, 292790 SANTA INES, 292800 SANTALUZ, 292840 SANTA RITA DE CASSIA, 292880 SANTO ESTEVAO, 292930 SAO GONCALO DOS CAMPOS, 293130 TAPIRAMUTA, 293280 UTINGA, 293300 VALENTE
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;4;1;1;1;1;-;2;10;11;19;18;28;32;37;40;44;32;122;-;403
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;-;4;-;10
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;5
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;5
". 005-006 Tuberculose";-;-;1;-;-;-;-;-;-;2;1;2;1;1;-;2;1;1;2;-;-;14
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;2;-;2;1;1;-;2;-;1;2;-;-;11
"... 006 Outras tuberculoses";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;3
". 007-015 Outras doenças bacterianas";-;-;-;-;-;-;-;-;-;-;1;2;1;-;4;3;5;6;3;21;-;46
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;3
"... 014 Septicemia";-;-;-;-;-;-;-;-;-;-;1;1;1;-;4;3;3;4;2;18;-;37
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;7;-;5;-;1;1;1;1;-;-;3;-;19
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
