 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 260030 AGRESTINA, 260050 AGUAS BELAS, 260070 ALIANCA, 260080 ALTINHO, 260110 ARARIPINA, 260160 BELEM DE SAO FRANCISCO, 260300 CABROBO, 260450 CHA GRANDE, 260510 CUSTODIA, 260550 FERREIROS, 260570 FLORESTA, 260610 GLORIA DO GOITA, 260660 IBIMIRIM, 260730 IPUBI, 260810 JOAO ALFREDO, 260845 LAGOA DO CARRO, 260875 LAGOA GRANDE, 260900 MACAPARANA, 260990 OURICURI, 261100 PETROLANDIA, 261130 POMBOS, 261300 SAO BENTO DO UNA, 261310 SAO CAITANO, 261330 SAO JOAQUIM DO MONTE, 261360 SAO JOSE DO EGITO, 261380 SAO VICENTE FERRER, 261410 SERTANIA, 261460 TABIRA, 261500 TAQUARITINGA DO NORTE, 261630 VICENCIA
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;1;5;1;2;-;3;4;7;15;20;19;39;30;31;35;47;60;63;161;2;546
". 001 Doenças infecciosas intestinais";-;-;3;-;1;-;-;-;1;-;1;-;-;2;3;-;-;1;2;8;-;22
"... 003 Diarréia e gastroenterite orig infec pres";-;-;3;-;1;-;-;-;1;-;1;-;-;1;3;-;-;-;2;4;-;16
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;4;-;6
". 005-006 Tuberculose";-;-;-;-;1;-;-;-;1;2;3;-;2;1;-;2;-;1;-;-;1;14
"... 005 Tuberculose respiratória";-;-;-;-;1;-;-;-;1;2;2;-;2;1;-;2;-;1;-;-;1;13
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";1;-;-;-;-;-;1;-;1;1;2;2;2;1;2;4;4;3;5;29;-;58
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"... 014 Septicemia";-;-;-;-;-;-;1;-;1;1;2;2;2;-;-;2;1;3;5;25;-;45
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
". 016-023 Doenças virais";-;-;-;1;-;-;1;-;2;4;3;5;5;1;3;-;-;2;-;-;-;27
"... 022 Hepatite viral";-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;1;-;2;4;3;5;4;1;2;-;-;1;-;-;-;23
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;1;1;3;3;1;-;13
"... 025 Leishmaniose";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;3;2;1;-;11
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;1;-;5
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;1;-;5
". 031 Restante algumas doenç infec e parasitárias";-;1;2;-;-;-;1;3;2;8;10;12;30;22;23;26;42;49;53;122;1;407
"032-052 NEOPLASIAS";-;-;-;1;2;2;4;2;1;12;9;8;17;23;31;43;45;60;54;108;-;422
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;2;1;1;3;1;-;4;1;1;5;-;19
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;9;2;2;-;6;-;23
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;5;1;1;1;1;2;3;3;8;8;5;-;38
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;1;1;5;1;1;4;2;4;-;2;-;22
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;-;5;2;4;6;-;23
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;3;4;1;-;12
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;4;1;-;1;-;11
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;1;2;1;3;5;4;6;5;5;13;-;45
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;2;-;5
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;8;14;19;42;-;88
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;1;3;-;10
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;1;1;-;-;1;1;1;-;1;1;3;3;1;3;1;-;18
". 048 Linfoma não-Hodgkin";-;-;-;-;1;-;-;1;-;2;-;-;-;1;2;-;-;-;-;2;-;9
". 050 Leucemia";-;-;-;1;-;1;2;-;-;1;1;-;2;1;3;-;1;1;1;1;-;16
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;1;1;1;-;9
". 052 Restante de neoplasias malignas";-;-;-;-;1;-;1;-;1;-;2;2;3;5;8;9;5;13;7;17;-;74
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;2;-;-;1;-;1;1;1;2;-;2;1;-;1;1;2;5;-;20
". 053 Anemias";-;-;-;1;-;-;1;-;1;1;1;1;-;1;1;-;1;1;2;4;-;16
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;4
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;1;-;-;2;3;6;4;10;9;21;17;23;30;31;35;97;-;289
