 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 280020 AQUIDABA, 280120 CANINDE DE SAO FRANCISCO, 280160 CEDRO DE SAO JOAO, 280450 NOSSA SENHORA DA GLORIA, 280460 NOSSA SENHORA DAS DORES, 280550 POCO VERDE, 280600 RIBEIROPOLIS, 280710 SIMAO DIAS
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;-;1;1;3;1;2;4;4;8;3;9;10;13;8;18;11;27;125
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;2;1;-;-;1;8
"... 014 Septicemia";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;5
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;-;2;1;-;1;10
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;-;1;1;-;1;9
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;1;-;3;1;2;3;4;5;3;6;8;11;5;17;11;24;104
"032-052 NEOPLASIAS";-;-;-;-;-;-;-;-;1;1;1;-;4;5;11;11;8;21;17;22;102
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;1;6
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;-;6
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;1;3;10
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;3
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;5
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;2;1;-;8
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;3;1;1;10
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;2;6;9;23
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;1;-;-;1;2;3;3;-;2;5;3;20
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;-;-;-;1;-;4;6;1;6;9;3;14;44
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;-;1;-;3;6;-;5;9;2;11;37
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;2;6
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;2;1;2;6;-;3;1;1;-;-;2;18
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;2;1;1;5;-;3;1;1;-;-;-;14
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;2;1;1;5;-;3;1;-;-;-;-;13
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;4
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;2;-;-;1;1;1;-;1;-;-;1;-;1;-;-;1;1;9;19
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6
". 062 Epilepsia";-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;3
". 063 Restante das doenças do sistema nervoso";-;-;2;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;1;3;10
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;-;1;1;2;3;7;10;7;12;16;21;17;67;164
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;3
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;2;1;10;18
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;1;2;3;2;2;9;5;12;9;13;58
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;1;2;2;2;2;8;5;10;8;11;51
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;2;1;2;2;11;25
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;1;-;3;3;1;5;4;5;26;48
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;1;-;7;12
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;1;-;-;-;-;-;2;-;-;2;-;-;6;5;7;5;18;47
". 074 Pneumonia";-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;2;3;2;10;21
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;3;2;2;3;13
"... 076.1 Asma";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;-;2;1;5;13
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;1;-;-;-;1;-;-;2;3;5;3;5;5;3;1;3;5;5;42
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;2;3;4;2;5;5;2;1;1;1;2;28
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;1;3;4;-;5;2;-;1;1;-;1;18
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;4
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;1;1;6
". 082 Rest doenças do aparelho digestivo";-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2;4;3;12
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;-;2;7
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;3;7;16
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;5
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;4;9
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";12;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
". 093 Feto e recemnasc afet fat mat e compl grav";8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
". 094 Transt relac duração gestação e cresc fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 096 Trans resp e cardiovas espec per perinatal";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 097 Rest afec originadas no período perinatal";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 099 Malf congênitas do aparelho circulatório";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 100 Rest de malf cong, deform e anomal Cromoss";1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;1;1;-;2;2;2;6;5;7;7;8;9;9;18;51;129
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7;8
". 102 Morte sem assistência médica";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;6
