 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310090 AGUAS FORMOSAS, 310110 AIMORES, 310340 ARACUAI, 310860 BRASILIA DE MINAS, 311370 CARLOS CHAGAS, 311840 CONSELHEIRO PENA, 312235 DIVISA ALEGRE, 312430 ESPINOSA, 312670 FRANCISCO SA, 312690 FREI INOCENCIO, 312800 GUANHAES, 313270 ITAMBACURI, 313330 ITAOBIM, 313890 MACHACALIS, 313920 MALACACHETA, 313960 MANTENA, 314055 MATA VERDE, 314140 MEDINA, 314290 MONTE AZUL, 314630 PADRE PARAISO, 315000 PESCADOR, 315430 RESPLENDOR, 315710 SALTO DA DIVISA, 316670 SERRA DOS AIMORES, 316970 TURMALINA
Sexo: Fem
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;-;-;-;-;-;1;1;-;7;10;6;8;9;12;19;25;33;73;204
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;7;11
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;5;9
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 007-015 Outras doenças bacterianas";-;-;-;-;-;-;-;-;-;-;1;2;-;1;2;1;8;7;3;21;46
"... 014 Septicemia";-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;7;7;3;18;41
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;1;-;3;-;8
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;2;-;6
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;2;1;4;2;15
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;2;1;3;2;14
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;1;1;-;6;2;5;6;6;9;8;17;19;43;123
"032-052 NEOPLASIAS";-;-;1;-;-;1;-;1;1;9;8;12;7;18;19;26;15;24;27;67;236
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;-;2;7
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;3;2;3;1;3;18
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;7;12
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;1;1;1;2;2;1;2;1;2;2;16
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;2;8
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;1;3;8
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;-;6;1;10;23
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;1;-;6;2;2;3;2;3;1;-;4;24
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;1;3;-;1;1;-;-;1;2;1;2;13
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;1;-;3;9
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;5
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;4
". 047 Neopl malig mening,encéf e out partes SNC";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;1;1;7
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;4
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
". 050 Leucemia";-;-;-;-;-;1;-;-;-;2;1;1;-;-;-;-;-;-;1;3;9
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;3
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;1;-;3;1;2;-;3;5;6;4;5;10;19;59
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;11;15
". 053 Anemias";-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;10;14
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;1;-;-;-;-;1;3;3;1;7;6;9;19;19;16;67;152
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;2;2;1;5;6;7;16;16;16;44;115
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;16;19
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;1;-;-;-;-;1;1;-;-;2;-;2;2;2;-;7;18
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;1;-;-;-;1;2;-;-;3;2;3;-;-;3;3;18
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;-;-;1;6
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;-;-;-;5
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;1;-;-;-;-;1;-;-;2;2;1;-;-;3;2;12
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;-;-;-;-;1;-;1;1;2;-;-;-;2;4;3;9;29;52
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;6;24;33
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;1;5
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;2;1;1;3;4;14
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;2;2;2;4;12;16;11;19;34;31;41;65;226;465
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;4
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;1;2;4;2;2;3;12;7;12;57;102
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;-;1;4;5;2;4;12;10;13;15;47;114
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;1;-;1;4;5;2;3;10;10;12;13;43;104
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;1;1;2;-;2;2;1;4;6;5;8;16;59;107
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;1;4;4;5;8;13;4;10;21;55;125
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;3;1;6;13
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;-;-;-;-;-;-;2;1;-;4;-;6;7;14;11;19;106;170
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 074 Pneumonia";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;6;4;3;5;58;79
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;1;6;6;9;33;61
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;4
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;4;2;5;13;28
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;1;-;-;-;2;1;1;7;5;4;4;7;4;5;7;12;60
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;2;1;-;4;4;4;2;4;2;2;1;2;28
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;4
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;1;-;2;1;4;1;3;2;1;1;1;17
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;1;-;1;-;1;7
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
". 082 Rest doenças do aparelho digestivo";-;-;-;-;1;-;-;-;-;-;1;3;1;-;2;3;2;2;4;9;28
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;4;7
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;1;6
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;-;1;-;-;-;1;2;-;3;-;6;8;6;30;57
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;6
". 086 Insuficiência renal";-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;3;5;2;11;24
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;2;3;17;27
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;-;-;5
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;3
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
