 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290100 AMARGOSA, 290290 BARRA DO CHOCA, 290500 CACULE, 290520 CAETITE, 290600 CAMPO FORMOSO, 290670 CANDIDO SALES, 290730 CASTRO ALVES, 290780 CICERO DANTAS, 290790 CIPO, 291040 ENCRUZILHADA, 291110 FORMOSA DO RIO PRETO, 291190 IACU, 291350 IGUAI, 291400 IPIRA, 291510 ITAGI, 291685 ITATIM, 291690 ITIRUCU, 291835 JOAO DOURADO, 291915 LAPAO, 292050 MARACAS, 292120 MIGUEL CALMON, 292310 OLINDINA, 292460 PINDOBACU, 292480 PIRITIBA, 292600 REMANSO, 292630 RIACHAO DO JACUIPE, 292710 RODELAS, 292720 RUY BARBOSA, 292790 SANTA INES, 292800 SANTALUZ, 292840 SANTA RITA DE CASSIA, 292880 SANTO ESTEVAO, 292930 SAO GONCALO DOS CAMPOS, 293130 TAPIRAMUTA, 293280 UTINGA, 293300 VALENTE
Sexo: Fem
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;1;7;-;-;-;2;-;2;-;4;4;3;2;12;4;8;8;17;61;135
". 001 Doenças infecciosas intestinais";-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;3;11;20
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;3;9;17
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
". 007-015 Outras doenças bacterianas";-;1;4;-;-;-;2;-;1;-;2;-;-;1;6;2;5;2;6;37;69
"... 014 Septicemia";-;-;4;-;-;-;2;-;1;-;2;-;-;1;5;2;4;2;5;28;56
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;2;4;2;-;1;1;-;2;-;1;13
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;2;3;2;-;-;-;-;1;-;-;8
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;1;2;2;6;8;26
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;1;2;2;6;8;26
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
". 031 Restante algumas doenç infec e parasitárias";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"032-052 NEOPLASIAS";-;-;-;2;2;1;3;2;2;1;6;19;22;31;35;47;45;46;47;75;386
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;-;-;5
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;1;6
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;1;1;2;2;2;1;5;5;7;4;30
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;3;2;3;4;15
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;4;2;4;6;13;31
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;4;2;13
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;3
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;1;-;-;-;1;3;1;2;6;3;3;6;6;32
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;2;4;5;8;8;8;3;7;4;12;61
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;-;1;3;2;1;2;-;2;1;1;1;15
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;1;1;1;2;11
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;2;1;-;-;2;9
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;3
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;1;1;1;1;-;-;-;-;-;3;3;6;2;-;4;2;3;27
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;2;6
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;3
". 050 Leucemia";-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;6;1;1;1;3;15
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;2;2;1;-;-;10
". 052 Restante de neoplasias malignas";-;-;-;1;-;-;2;-;-;1;1;3;4;6;7;9;14;11;10;18;87
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;1;-;2;-;-;-;1;1;-;2;1;-;2;4;10;24
". 053 Anemias";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;3;9;16
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;2;-;-;-;1;1;-;1;1;-;-;1;1;8
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;1;-;1;3;4;5;6;9;18;25;26;36;115;250
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;1;3;2;4;5;7;15;24;24;33;94;212
". 056 Desnutrição";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;14;16
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;1;-;-;-;1;1;1;2;3;1;2;3;7;22
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;2;-;1;1;1;-;-;1;1;4;5;16
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;2;1;7
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;4
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;2;4;9
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;2;-;2;1;1;1;1;1;2;3;1;3;-;1;3;4;30;57
". 060 Meningite";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;25;32
". 062 Epilepsia";-;-;-;1;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;5
". 063 Restante das doenças do sistema nervoso";-;-;-;1;-;2;1;1;-;-;1;2;1;1;2;-;-;1;-;5;18
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;1;-;1;2;1;2;11;7;20;17;30;26;26;55;77;101;402;779
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;1;1;1;-;-;1;1;1;-;-;1;-;1;-;8
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;1;1;3;-;3;5;4;12;16;22;112;179
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;1;-;-;2;2;4;4;9;8;8;11;17;27;82;175
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;1;-;-;2;2;4;3;6;7;8;10;13;24;74;154
". 069 Outras doenças cardíacas";-;-;-;1;-;1;-;-;-;4;1;6;4;6;3;3;14;13;17;84;157
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;1;3;3;6;8;10;9;11;15;29;30;108;233
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;2;2;4;13;24
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;2;1;-;-;1;1;-;2;3;4;4;5;7;13;12;18;29;136;238
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 074 Pneumonia";-;-;1;-;-;-;-;-;-;2;-;-;2;1;2;4;4;9;9;60;94
". 075 Out infec agudas das vias aéreas inferiores";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;3;6
"... 075.1 Bronquiolite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;5;6;8;11;36;71
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;2;3;8
". 077 Restante  doenças do aparelho respiratório";-;-;-;1;-;-;1;1;-;-;2;3;2;2;2;3;2;1;9;37;66
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;3;-;1;4;2;3;10;9;9;14;5;9;10;34;113
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;5
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;3
". 080 Doenças do fígado";-;-;-;-;-;-;2;-;-;4;2;3;5;6;5;6;4;5;1;1;44
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;2;2;2;3;2;1;-;1;1;1;-;15
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;5;2;1;-;1;13
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;1;-;-;2;-;1;-;3;4;1;1;3;-;-;16
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;4
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;1;-;1;-;-;-;5;1;4;7;-;3;7;28;57
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;5
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;1;-;-;-;-;1;-;1;2;-;-;1;1;-;5;12
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;1;-;-;1;-;3;3;1;6;4;5;6;7;25;62
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;3;7
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;2;4;3;-;14;30
". 087 Rest doenças do aparelho geniturinário";-;-;-;-;-;-;-;-;-;1;-;2;3;-;1;1;-;3;6;8;25
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;-;3;3;2;-;-;-;-;-;-;-;-;-;-;8
". 088 Gravidez que termina em aborto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;-;2;2;2;-;-;-;-;-;-;-;-;-;-;6
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";41;12;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
". 093 Feto e recemnasc afet fat mat e compl grav";6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
". 094 Transt relac duração gestação e cresc fetal";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 096 Trans resp e cardiovas espec per perinatal";17;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
". 097 Rest afec originadas no período perinatal";14;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";3;2;6;1;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;16
". 098 Malformações congênitas do sistema nervoso";-;-;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
". 099 Malf congênitas do aparelho circulatório";-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
". 100 Rest de malf cong, deform e anomal Cromoss";3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;1;2;1;2;-;7;5;10;12;12;19;18;21;30;55;51;315;562
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;38;39
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;2;1;-;-;-;6;1;4;3;6;5;42;70
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;1;2;1;2;-;5;4;10;12;12;13;17;17;27;48;46;235;453
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;-;2;1;7;7;8;7;4;7;12;6;8;3;6;9;3;7;27;124
". 104 Acidentes de transporte";-;-;-;-;1;2;3;4;2;1;2;6;5;5;2;2;2;-;1;1;39
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;3;1;-;11;18
". 106 Afogamento e submersões acidentais";-;-;-;-;-;3;1;-;-;-;1;1;-;-;-;-;1;-;-;-;7
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;1;-;1;-;-;-;4;-;-;-;-;1;-;-;-;7
". 110 Agressões";-;-;-;-;-;-;3;2;5;1;2;1;-;1;-;1;-;-;-;-;16
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;1;-;-;-;-;-;-;2;-;-;1;1;1;-;-;2;9;17
". 113 Todas as outras causas externas";-;-;-;1;-;1;-;1;-;2;-;-;-;-;-;1;2;2;4;6;20
"Total";44;15;22;10;5;15;22;19;27;34;44;85;88;116;130;154;197;255;317;1245;2844
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
