 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 250030 ALAGOA GRANDE, 250110 AREIA, 250250 BOQUEIRAO, 250430 CATOLE DO ROCHA, 250440 CONCEICAO, 250480 COREMAS, 250520 CUITEGI, 250600 ESPERANCA, 250680 INGA, 250760 JUAREZ TAVORA, 250880 MALTA, 250915 MARIZOPOLIS, 250970 MONTEIRO, 251130 PIANCO, 251140 PICUI, 251180 PIRPIRITUBA, 251230 PRINCESA ISABEL, 251490 SAO MAMEDE, 251630 SUME, 251690 UIRAUNA
Sexo: Masc
Período:2021
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;1;-;1;-;1;5;8;15;18;19;23;36;26;31;20;36;43;89;372
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;1;5
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;4
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;1;-;1;-;-;6
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;1;-;-;5
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;1;-;-;-;-;1;-;-;2;-;2;1;1;1;2;1;6;20;38
"... 014 Septicemia";-;-;1;-;-;-;-;1;-;-;-;-;2;-;1;-;2;1;5;16;29
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;2;-;2;1;-;-;2;2;-;-;-;-;10
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;2;-;1;1;-;-;2;1;-;-;-;-;8
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;3
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;1;-;1;3;5;15;13;15;21;33;22;27;18;33;35;68;310
"032-052 NEOPLASIAS";-;-;-;-;1;-;1;1;1;-;4;4;9;8;24;15;27;31;29;53;208
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;2;-;2;-;1;3;1;1;-;2;12
