 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 250030 ALAGOA GRANDE, 250110 AREIA, 250250 BOQUEIRAO, 250430 CATOLE DO ROCHA, 250440 CONCEICAO, 250480 COREMAS, 250520 CUITEGI, 250600 ESPERANCA, 250680 INGA, 250760 JUAREZ TAVORA, 250880 MALTA, 250915 MARIZOPOLIS, 250970 MONTEIRO, 251130 PIANCO, 251140 PICUI, 251180 PIRPIRITUBA, 251230 PRINCESA ISABEL, 251490 SAO MAMEDE, 251630 SUME, 251690 UIRAUNA
Sexo: Fem
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;-;1;-;-;1;-;1;-;-;2;-;4;2;5;3;11;31;63
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;6
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
". 007-015 Outras doenças bacterianas";-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;1;4;3;8;27;47
"... 014 Septicemia";-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;7;24;38
". 016-023 Doenças virais";-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;5
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;3
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;4
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"032-052 NEOPLASIAS";-;-;-;-;-;-;2;-;1;4;3;9;8;12;11;15;20;26;25;35;171
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;1;1;7
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;1;1;8
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;1;2;9
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;5;1;1;11
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;3;1;9
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;5;2;2;2;18
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;1;2;4;-;1;1;4;1;2;1;17
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;2;1;1;1;1;10
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;3
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;4
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;2;2;7
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 050 Leucemia";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;2;-;3;8
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;1;1;3;1;4;3;2;3;5;7;17;47
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;8
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;1;-;1;1;2;4;2;2;6;5;13;12;25;40;114
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;1;-;1;4;1;2;6;5;10;12;21;36;99
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;3;-;3;1;11
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;3;6
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;3
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;1;2;1;-;-;-;3;-;1;3;1;2;-;2;-;2;15;33
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;14;17
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;2;-;-;2;1;-;-;1;-;-;-;6
". 063 Restante das doenças do sistema nervoso";-;-;-;1;2;1;-;-;-;1;-;1;1;-;2;-;-;-;-;1;10
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;-;-;2;-;5;7;8;11;12;20;31;33;30;181;340
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;3;5;6;8;37;66
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;-;-;1;3;3;8;9;13;12;8;55;113
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;1;-;-;1;3;3;8;9;10;12;8;53;108
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;2;5;6;4;38;61
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;2;1;2;4;3;6;7;9;10;48;92
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;2;5
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;3;-;-;-;-;1;2;-;-;3;2;5;4;9;20;24;96;169
". 074 Pneumonia";-;-;-;3;-;-;-;-;-;1;-;-;2;-;3;3;1;9;15;55;92
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;5;7;5;21;42
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;3;4;4;20;35
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;-;1;-;-;-;3;2;-;1;2;2;7;6;9;20;53
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;4
". 079 Peritonite";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 080 Doenças do fígado";-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;1;1;3;2;11
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;3
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;5
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;3
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;3;4;6;16;34
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;8
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;3;10;17
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;1;-;-;-;-;-;-;-;-;1;2;1;2;5;6;4;5;31;58
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;5
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3;4;1;1;9;21
". 087 Rest doenças do aparelho geniturinário";-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;1;3;3;20;32
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO";-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;3
". 089 Outras causas obstétricas diretas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 090 Causas obstétricas indiretas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
". 092 Causas maternas tardias e sequelas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";15;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
". 093 Feto e recemnasc afet fat mat e compl grav";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 094 Transt relac duração gestação e cresc fetal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 096 Trans resp e cardiovas espec per perinatal";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 097 Rest afec originadas no período perinatal";5;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";5;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
". 098 Malformações congênitas do sistema nervoso";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 099 Malf congênitas do aparelho circulatório";2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
". 100 Rest de malf cong, deform e anomal Cromoss";3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;-;-;-;2;1;-;1;1;1;5;4;2;2;7;55;82
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;9
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;7;11
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;-;-;-;-;-;1;1;-;1;-;1;5;4;2;1;6;39;62
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;1;1;1;-;2;5;3;4;3;1;4;2;1;2;1;1;2;6;40
". 104 Acidentes de transporte";-;-;-;-;1;-;-;3;2;2;2;-;2;1;-;-;1;-;-;-;14
". 105 Quedas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;7
". 106 Afogamento e submersões acidentais";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;4
