 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 230015 ACARAPE, 230210 BATURITE, 230270 CAMPOS SALES, 230380 CEDRO, 230495 GUAIUBA, 230540 ICO, 230580 IPU, 230690 JAGUARIBE, 230790 MARTINOPOLE, 230870 MORADA NOVA, 230930 NOVA RUSSAS, 230950 OROS, 231050 PEDRA BRANCA, 231070 PENTECOSTE, 231150 QUIXERE, 231160 REDENCAO, 231310 TABULEIRO DO NORTE, 231330 TAUA, 231380 URUBURETAMA, 231395 VARJOTA, 231400 VARZEA ALEGRE
Sexo: Fem
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;-;-;1;-;1;2;2;1;5;1;5;3;3;4;14;10;36;90
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;4;3;5;16
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;3;3;5;14
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
". 007-015 Outras doenças bacterianas";-;-;2;-;-;1;-;1;-;-;-;1;-;1;1;2;2;9;7;28;55
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 013 Infecção meningocócica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"... 014 Septicemia";-;-;2;-;-;1;-;1;-;-;-;1;-;1;-;2;1;5;4;20;38
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;2;-;-;4;-;2;1;1;-;-;-;2;12
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;1;-;-;4;-;1;-;-;-;-;-;-;6
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;3
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;3
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"032-052 NEOPLASIAS";-;-;-;1;2;1;-;4;3;6;11;13;17;26;29;39;43;47;48;104;394
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;-;2;4;11
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;1;5;14
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;3;3;2;3;11;26
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;1;-;4;6;19
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;3;2;4;6;20
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;2;2;2;10
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;8;11;11;7;10;56
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;1;4;1;5;3;3;4;4;5;5;9;10;54
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;1;-;-;1;2;5;3;2;3;3;1;2;2;25
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;3;2;9
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;4;-;1;-;2;13
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;1;1;-;1;-;-;3;1;2;1;1;-;-;2;1;2;16
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;1;1;1;2;9
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;5
". 050 Leucemia";-;-;-;1;-;-;-;-;1;-;-;1;-;1;1;3;1;3;-;2;14
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;4
". 052 Restante de neoplasias malignas";-;-;-;-;1;-;-;-;1;2;2;2;2;4;5;5;7;11;7;33;82
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;1;-;2;-;-;-;-;-;2;-;2;1;1;-;-;1;9;19
". 053 Anemias";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;8;12
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;1;-;1;-;-;-;-;-;2;-;2;-;-;-;-;-;1;7
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;1;1;1;1;4;6;5;14;17;22;23;91;186
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;1;-;-;1;3;4;5;11;16;22;21;65;149
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;2;14;20
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;-;-;12;17
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;2;10;16
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3;5
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;7;11
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;2;-;1;2;-;3;2;5;-;1;1;2;1;6;5;13;34;79
". 060 Meningite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;9;28;42
". 062 Epilepsia";-;-;-;1;-;-;-;-;-;-;4;-;-;-;1;-;1;-;1;1;9
". 063 Restante das doenças do sistema nervoso";-;-;1;1;-;1;2;-;3;2;1;-;-;1;1;1;2;3;3;5;27
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;2;1;1;-;-;1;-;6;1;7;13;19;24;37;37;75;96;388;708
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;1;-;-;5
". 067 Doenças hipertensivas";-;-;-;-;1;-;-;-;-;1;-;1;1;-;3;5;4;17;18;125;176
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;-;2;5;6;13;10;19;32;46;92;225
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;-;2;4;6;13;8;17;28;43;84;205
". 069 Outras doenças cardíacas";-;-;2;1;-;-;-;-;-;1;-;1;1;3;5;5;5;14;13;62;113
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;1;-;2;1;3;6;7;3;15;8;11;17;101;175
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;8;13
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;1;-;1;1;2;1;-;1;2;-;2;4;13;15;15;31;42;209;340
". 073 Influenza (gripe)";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 074 Pneumonia";-;-;1;-;1;1;1;1;-;1;1;-;1;2;6;6;4;18;31;145;220
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;9;10;8;34;69
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;4
". 077 Restante  doenças do aparelho respiratório";-;-;-;-;-;-;-;-;-;-;1;-;1;2;5;3;2;3;3;30;50
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;1;-;-;-;2;3;3;2;2;10;6;9;8;8;9;29;92
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;5
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;4
