 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 260030 AGRESTINA, 260050 AGUAS BELAS, 260070 ALIANCA, 260080 ALTINHO, 260110 ARARIPINA, 260160 BELEM DE SAO FRANCISCO, 260300 CABROBO, 260450 CHA GRANDE, 260510 CUSTODIA, 260550 FERREIROS, 260570 FLORESTA, 260610 GLORIA DO GOITA, 260660 IBIMIRIM, 260730 IPUBI, 260810 JOAO ALFREDO, 260845 LAGOA DO CARRO, 260875 LAGOA GRANDE, 260900 MACAPARANA, 260990 OURICURI, 261100 PETROLANDIA, 261130 POMBOS, 261300 SAO BENTO DO UNA, 261310 SAO CAITANO, 261330 SAO JOAQUIM DO MONTE, 261360 SAO JOSE DO EGITO, 261380 SAO VICENTE FERRER, 261410 SERTANIA, 261460 TABIRA, 261500 TAQUARITINGA DO NORTE, 261630 VICENCIA
Sexo: Fem
Período:2018
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;1;5;-;1;1;2;3;-;2;3;3;3;7;10;3;7;15;8;40;115
". 001 Doenças infecciosas intestinais";-;-;2;-;-;1;-;-;-;-;-;1;-;1;1;-;2;3;-;6;17
"... 003 Diarréia e gastroenterite orig infec pres";-;-;2;-;-;1;-;-;-;-;-;1;-;1;1;-;2;2;-;6;16
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
". 007-015 Outras doenças bacterianas";1;-;3;-;1;-;-;1;-;1;1;1;3;3;4;1;5;5;6;29;65
"... 008 Leptospirose";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;2;-;1;-;-;-;-;1;-;1;3;1;4;1;5;5;5;27;56
"... 015 Infecções com transmissão predom sexual";1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 016-023 Doenças virais";-;-;-;-;-;-;-;2;-;1;2;1;-;1;1;1;-;1;-;-;10
"... 022 Hepatite viral";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;-;1;2;1;-;1;1;1;-;-;-;-;8
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;2;-;-;-;-;-;-;1;3;-;-;2;2;2;12
"... 025 Leishmaniose";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;2;2;2;10
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;4
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;4
". 031 Restante algumas doenç infec e parasitárias";-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;5
"032-052 NEOPLASIAS";-;-;-;2;1;1;2;1;3;8;17;16;31;31;40;38;45;50;39;78;403
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;6;9
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;3;9
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;1;1;2;3;2;3;-;1;6;1;9;29
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;2;-;5;2;2;5;5;-;2;5;28
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;-;5;3;5;4;23
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;6;-;1;11
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;4
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;1;1;-;3;4;3;3;4;6;5;30
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;3;6
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;1;5;4;9;5;12;7;3;2;3;5;56
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;-;1;2;-;3;1;-;2;3;2;2;3;19
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;1;-;2;-;2;4;3;-;1;-;3;16
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;1;1;-;4;3;2;2;3;3;1;3;23
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;2;1;1;8
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;2;1;-;3;1;2;1;-;6;4;2;2;24
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 050 Leucemia";-;-;-;-;-;-;2;-;-;1;1;1;-;-;-;1;-;4;-;1;11
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;2;-;1;6
". 052 Restante de neoplasias malignas";-;-;-;2;1;1;-;1;1;1;4;-;2;7;6;10;11;6;13;22;88
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;1;1;-;-;-;2;-;2;2;-;2;-;-;4;15
". 053 Anemias";-;-;-;-;-;-;1;-;-;-;-;2;-;1;-;-;1;-;-;3;8
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;-;-;-;-;1;-;-;-;-;-;1;2;-;1;-;-;1;7
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;2;1;1;-;-;1;1;1;1;4;9;5;13;23;29;35;38;94;258
". 055 Diabetes mellitus";-;-;-;1;1;-;-;1;1;-;1;3;6;5;7;22;26;30;31;75;210
". 056 Desnutrição";-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;3;10;19
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;1;-;1;3;-;5;1;2;3;4;9;29
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;1;2;2;1;6;17
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;1;1;1;1;9
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;4
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;5;8
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;2;1;2;-;1;-;2;-;1;-;2;2;-;4;2;6;26;52
". 060 Meningite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;19;26
