 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290100 AMARGOSA, 290290 BARRA DO CHOCA, 290500 CACULE, 290520 CAETITE, 290600 CAMPO FORMOSO, 290670 CANDIDO SALES, 290730 CASTRO ALVES, 290780 CICERO DANTAS, 290790 CIPO, 291040 ENCRUZILHADA, 291110 FORMOSA DO RIO PRETO, 291190 IACU, 291350 IGUAI, 291400 IPIRA, 291510 ITAGI, 291685 ITATIM, 291690 ITIRUCU, 291835 JOAO DOURADO, 291915 LAPAO, 292050 MARACAS, 292120 MIGUEL CALMON, 292310 OLINDINA, 292460 PINDOBACU, 292480 PIRITIBA, 292600 REMANSO, 292630 RIACHAO DO JACUIPE, 292710 RODELAS, 292720 RUY BARBOSA, 292790 SANTA INES, 292800 SANTALUZ, 292840 SANTA RITA DE CASSIA, 292880 SANTO ESTEVAO, 292930 SAO GONCALO DOS CAMPOS, 293130 TAPIRAMUTA, 293280 UTINGA, 293300 VALENTE
Sexo: Fem
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;-;4;2;-;-;1;-;1;-;9;6;6;9;10;15;18;24;22;97;-;225
". 001 Doenças infecciosas intestinais";-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;3;3;3;-;12
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;3;-;10
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;3
". 007-015 Outras doenças bacterianas";1;-;2;-;-;-;1;-;-;-;4;2;-;2;1;1;3;6;6;26;-;55
"... 008 Leptospirose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 014 Septicemia";-;-;2;-;-;-;1;-;-;-;4;2;-;2;-;1;3;5;5;21;-;46
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;4;1;1;-;-;-;3;-;-;1;-;10
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;1;-;-;-;-;5
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;6;5;4;4;12;-;33
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;4;4;4;12;-;31
"... 027 Toxoplasmose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;3
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;3
". 031 Restante algumas doenç infec e parasitárias";-;-;1;1;-;-;-;-;1;-;1;2;3;7;8;7;6;9;9;54;-;109
"032-052 NEOPLASIAS";-;-;-;2;-;3;1;3;5;4;16;16;25;34;42;54;36;55;59;88;-;443
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;-;6
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;2;2;1;-;-;10
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;1;2;3;2;2;3;2;3;3;-;21
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;3;1;-;3;7;3;6;5;7;-;35
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;2;2;1;3;-;15
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;4;-;3;4;8;-;24
