 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 230015 ACARAPE, 230210 BATURITE, 230270 CAMPOS SALES, 230380 CEDRO, 230495 GUAIUBA, 230540 ICO, 230580 IPU, 230690 JAGUARIBE, 230790 MARTINOPOLE, 230870 MORADA NOVA, 230930 NOVA RUSSAS, 230950 OROS, 231050 PEDRA BRANCA, 231070 PENTECOSTE, 231150 QUIXERE, 231160 REDENCAO, 231310 TABULEIRO DO NORTE, 231330 TAUA, 231380 URUBURETAMA, 231395 VARJOTA, 231400 VARZEA ALEGRE
Sexo: Masc
Período:2018
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;1;5;-;1;-;2;1;2;3;4;5;7;5;9;10;9;10;30;-;104
". 001 Doenças infecciosas intestinais";-;-;1;3;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;6;-;15
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;-;11
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;4
". 005-006 Tuberculose";-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;4
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;-;-;-;4
". 007-015 Outras doenças bacterianas";-;-;-;-;-;1;-;-;-;-;-;1;2;3;2;5;5;6;7;19;-;51
"... 013 Infecção meningocócica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"... 014 Septicemia";-;-;-;-;-;1;-;-;-;-;-;1;2;3;-;3;5;4;4;14;-;37
"... 015 Infecções com transmissão predom sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 016-023 Doenças virais";-;-;-;1;-;-;-;1;1;2;1;3;1;-;2;-;-;-;1;-;-;13
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;1;1;2;1;3;1;-;1;-;-;-;1;-;-;11
". 024-027 Doenças transmitidas por protozoários";-;-;-;1;-;-;-;-;-;-;1;-;-;2;1;2;2;2;-;5;-;16
"... 025 Leishmaniose";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;2;-;5;-;13
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;4
"032-052 NEOPLASIAS";-;-;-;1;-;1;-;1;2;2;3;8;15;25;40;40;43;64;63;137;-;445
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;1;-;4;1;2;4;2;2;2;6;-;24
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;2;4;4;4;7;-;25
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;1;-;2;9;5;5;7;7;15;-;51
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;4;3;3;4;-;20
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;4;3;3;1;-;17
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;2;2;2;5;7;-;25
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;2;5;2;1;-;15
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;1;1;-;3;1;9;8;6;11;3;11;-;54
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;3
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;5;10;18;35;-;72
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;5;-;10
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;1;-;-;1;-;-;-;2;1;1;-;2;-;1;2;-;11
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;3;-;7
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
". 050 Leucemia";-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;1;-;1;1;7;-;14
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;1;5;-;10
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;1;1;4;1;8;5;11;7;10;11;25;-;84
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;1;-;-;-;1;-;1;-;-;1;1;1;1;1;1;6;-;15
". 053 Anemias";-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;1;5;-;10
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;1;-;5
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;1;-;1;-;-;1;1;1;3;4;7;8;8;14;20;28;58;-;156
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;1;-;1;2;1;7;7;8;14;14;23;40;-;118
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;8;-;11
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;1;-;1;-;-;-;1;-;-;2;-;-;-;-;6;5;10;-;27
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;2;3;7;8;4;3;3;1;4;3;5;-;43
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;2;3;7;8;4;2;3;1;4;3;4;-;41
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;2;2;7;8;3;2;2;1;3;3;1;-;34
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;2;1;3;1;1;2;2;1;2;-;4;2;-;4;6;1;3;29;-;64
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;26;-;31
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;1;2;-;3;-;-;2;-;-;-;-;-;8
". 063 Restante das doenças do sistema nervoso";-;-;2;1;3;1;1;2;2;-;-;-;1;2;-;1;4;-;2;3;-;25
"065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;1;2;-;-;3;3;2;5;13;10;19;26;33;57;64;83;112;306;-;739
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;3
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;10;8;6;14;63;-;104
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;1;1;1;2;3;5;10;11;18;27;36;41;49;96;-;301
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;1;1;1;2;3;5;10;10;18;25;30;36;43;88;-;273
". 069 Outras doenças cardíacas";-;-;1;2;-;-;1;1;1;-;8;3;3;6;6;7;6;14;12;35;-;106
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;1;-;-;2;1;1;4;8;6;11;12;16;33;100;-;195
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;1;-;-;-;-;1;-;3;2;2;6;4;11;-;30
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;3;1;2;1;-;4;3;2;3;2;4;8;12;13;17;22;30;167;-;294
". 073 Influenza (gripe)";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
". 074 Pneumonia";-;-;3;-;1;1;-;3;1;1;2;1;3;5;5;5;8;12;11;115;-;177
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;4;5;6;11;27;-;58
". 077 Restante  doenças do aparelho respiratório";-;-;-;1;-;-;-;1;1;-;1;1;-;2;5;4;4;4;8;25;-;57
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;-;-;-;1;-;3;1;5;6;11;12;13;11;11;13;12;12;33;-;144
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;2;-;1;2;-;9
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
". 080 Doenças do fígado";-;-;-;-;-;-;-;2;-;3;5;10;11;13;9;3;5;4;3;8;-;76
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;2;-;1;5;7;7;10;6;3;3;2;-;3;-;49
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;2;-;3;3;3;2;-;1;1;3;4;-;22
"... 080.3 Outras doenças do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;-;5
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
". 082 Rest doenças do aparelho digestivo";-;-;-;-;-;1;-;1;1;2;-;-;-;-;2;7;5;8;8;20;-;55
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;2;3;2;-;12
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;3;-;7
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";1;-;-;-;-;1;-;-;-;-;-;-;1;2;5;3;6;7;9;33;-;68
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;2;-;1;-;6
". 086 Insuficiência renal";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;4;1;6;14;-;31
". 087 Rest doenças do aparelho geniturinário";1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;4;3;18;-;31
"093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL";30;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
". 093 Feto e recemnasc afet fat mat e compl grav";1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
". 094 Transt relac duração gestação e cresc fetal";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
". 096 Trans resp e cardiovas espec per perinatal";16;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
". 097 Rest afec originadas no período perinatal";8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS";7;4;11;-;-;1;-;-;-;-;-;-;-;-;3;2;-;-;-;1;-;29
". 098 Malformações congênitas do sistema nervoso";3;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
". 099 Malf congênitas do aparelho circulatório";2;3;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
". 100 Rest de malf cong, deform e anomal Cromoss";2;1;6;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;14
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP";-;-;1;-;-;-;1;2;1;2;3;7;6;6;10;9;13;14;7;45;1;128
". 101 Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
". 102 Morte sem assistência médica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;-;3;-;8
". 103 Rest sint, sin e ach anorm clín e laborat";-;-;1;-;-;-;1;2;1;2;3;7;5;5;9;7;13;14;7;40;1;118
"104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE";-;-;1;2;2;3;64;100;72;59;61;54;41;45;26;16;22;12;9;29;-;618
". 104 Acidentes de transporte";-;-;1;2;1;-;17;22;26;16;16;23;15;19;8;8;9;4;5;9;-;201
". 105 Quedas";-;-;-;-;-;1;-;1;1;1;1;2;3;3;2;2;2;-;1;11;-;31
". 106 Afogamento e submersões acidentais";-;-;-;-;1;-;4;5;3;3;2;-;2;2;-;-;2;1;-;-;-;25
". 107 Exposição à fumaça, ao fogo e às chamas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
". 108 Envenen, intoxic por ou expos a subst nociv";-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;4
". 109 Lesões autoprovocadas voluntariamente";-;-;-;-;-;-;1;2;-;3;5;3;8;3;3;2;3;3;1;2;-;39
". 110 Agressões";-;-;-;-;-;1;41;65;39;30;34;23;13;14;10;3;4;2;1;4;-;284
". 111 Eventos(fatos) cuja intenção é indeterminada";-;-;-;-;-;1;-;2;-;3;1;2;-;1;1;-;2;-;-;-;-;13
". 112 Intervenções legais e operações de guerra";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2
". 113 Todas as outras causas externas";-;-;-;-;-;-;-;2;2;2;1;1;-;3;-;1;-;2;1;2;-;17
"Total";38;9;22;13;9;11;69;117;87;81;100;106;119;147;160;176;212;251;290;885;1;2903
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
