 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220230 CANTO DO BURITI, 220260 CASTELO DO PIAUI, 220370 ESPERANTINA, 220460 HUGO NAPOLEAO, 220550 JOSE DE FREITAS, 220580 LUZILANDIA, 220595 MARCOLANDIA, 220700 OEIRAS, 220780 PAULISTANA, 220790 PEDRO II, 220830 PIRACURUCA, 221000 SAO JOAO DO PIAUI, 221060 SAO RAIMUNDO NONATO
Sexo: Fem
Período:2017
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";1;-;-;1;-;-;-;-;2;2;-;2;1;3;2;2;-;-;3;10;29
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;3;6
"... 003 Diarréia e gastroenterite orig infec pres";-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;3;6
". 007-015 Outras doenças bacterianas";1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;5;10
"... 014 Septicemia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;3;6
"... 015 Infecções com transmissão predom sexual";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 016-023 Doenças virais";-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;4
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;3
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;2;5
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"... 029 Cisticercose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;3
"032-052 NEOPLASIAS";-;-;-;-;-;-;-;-;3;1;2;3;6;6;12;19;19;16;18;27;132
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;3
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;1;5
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;2;3;4;13
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;5
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3;6;2;1;2;17
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;2;1;1;3;2;2;1;3;2;2;19
". 042 Neoplasia maligna do colo do útero";-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;3;2;-;2;11
". 043 Neopl malig de corpo e partes n/esp útero";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;4
". 044 Neoplasia maligna do ovário";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;4
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;2;1;8
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;4
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;6;4;3;8;5;29
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;-;-;-;-;1;1;-;-;2;1;-;-;-;4;10
". 053 Anemias";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;3;7
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;-;2;2;-;-;6;6;9;15;10;14;42;106
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;2;1;-;-;6;6;7;14;9;12;33;90
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;3
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;7;13
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;1;-;1;5
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;4
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;1;2;-;-;1;-;1;-;-;-;1;1;-;3;1;-;14;25
". 060 Meningite";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;9;11
". 062 Epilepsia";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;2;1;-;5;12
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;1;-;-;1;2;-;2;3;4;10;6;9;17;21;24;39;162;301
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;4;7;8;45;67
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;2;2;2;2;4;3;5;6;8;10;34;78
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;2;2;2;2;3;2;3;5;7;10;32;70
". 069 Outras doenças cardíacas";-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;4;-;-;5;19;32
". 070 Doenças cerebrovasculares";-;-;-;1;-;-;-;1;-;-;1;1;6;1;4;7;9;8;15;59;113
". 071 Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;1;4;9
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;5;1;-;-;1;-;-;-;2;-;2;1;2;4;3;8;25;58;112
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
". 074 Pneumonia";-;-;3;1;-;-;-;-;-;-;1;-;-;1;-;2;3;3;16;40;70
". 076 Doenças crônicas das vias aéreas inferiores";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;-;3;5;7;20
"... 076.1 Asma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 077 Restante  doenças do aparelho respiratório";-;-;2;-;-;-;1;-;-;-;-;-;1;-;1;-;-;2;4;9;20
"078-082 DOENÇAS DO APARELHO DIGESTIVO";-;-;2;-;1;-;-;1;-;1;3;1;3;5;3;5;2;8;4;12;51
". 078 Úlcera gástrica, duodenal e péptica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 079 Peritonite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 080 Doenças do fígado";-;-;1;-;1;-;-;1;-;1;-;1;2;2;1;-;1;1;-;3;15
"... 080.1 Doença alcoólica do fígado";-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;4
"... 080.2 Fibrose e cirrose do fígado";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;4
"... 080.3 Outras doenças do fígado";-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;2;7
". 081 Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
". 082 Rest doenças do aparelho digestivo";-;-;1;-;-;-;-;-;-;-;3;-;1;3;2;4;1;4;4;9;32
"083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3
"084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;1;2;7
"085-087 DOENÇAS DO APARELHO GENITURINÁRIO";-;-;-;-;-;-;1;-;-;-;-;1;-;2;1;2;-;2;1;6;16
". 085 D glomerulares e d renais túbulo-interstic";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 086 Insuficiência renal";-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;1;1;5;11
