 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310090 AGUAS FORMOSAS, 310110 AIMORES, 310340 ARACUAI, 310860 BRASILIA DE MINAS, 311370 CARLOS CHAGAS, 311840 CONSELHEIRO PENA, 312235 DIVISA ALEGRE, 312430 ESPINOSA, 312670 FRANCISCO SA, 312690 FREI INOCENCIO, 312800 GUANHAES, 313270 ITAMBACURI, 313330 ITAOBIM, 313890 MACHACALIS, 313920 MALACACHETA, 313960 MANTENA, 314055 MATA VERDE, 314140 MEDINA, 314290 MONTE AZUL, 314630 PADRE PARAISO, 315000 PESCADOR, 315430 RESPLENDOR, 315710 SALTO DA DIVISA, 316670 SERRA DOS AIMORES, 316970 TURMALINA
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;-;-;-;-;1;-;2;6;4;10;8;9;15;24;31;20;25;59;-;214
". 001 Doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;3
". 007-015 Outras doenças bacterianas";-;-;-;-;-;-;-;-;1;1;-;1;2;2;3;3;4;5;4;11;-;37
"... 010 Tétano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"..... 010.3 Tétano acidental";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"... 014 Septicemia";-;-;-;-;-;-;-;-;1;1;-;1;2;2;2;2;4;5;3;10;-;33
". 016-023 Doenças virais";-;-;-;-;-;-;1;-;1;2;1;2;1;1;-;-;1;-;-;-;-;10
"... 018 Dengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 022 Hepatite viral";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;1;2;1;1;1;1;-;-;-;-;-;-;-;7
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;3;1;1;2;4;1;2;2;-;-;16
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;4;1;2;1;-;-;14
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3
"... 028 Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;3;3;4;3;4;8;15;25;12;19;48;-;144
"032-052 NEOPLASIAS";-;-;-;1;1;1;1;1;-;2;4;6;14;16;31;32;32;45;33;80;-;300
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;1;-;-;-;-;2;-;3;2;3;2;-;2;-;15
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;4;3;6;7;3;6;2;9;-;40
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;4;3;6;3;2;-;20
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;1;3;-;-;4;2;-;-;4;3;-;17
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;2;-;1;-;4;-;11
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;2;3;2;3;-;16
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;2;5;-;1;1;-;15
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;1;-;-;6;2;2;3;6;5;7;-;32
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;4;7;4;24;-;44
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;-;7
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;1;-;-;-;-;-;-;-;1;1;1;1;-;2;-;-;1;-;8
". 048 Linfoma não-Hodgkin";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
". 050 Leucemia";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;2;2;-;-;7
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;1;-;-;-;-;-;4;2;7;6;6;9;7;19;-;61
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;-;-;1;4;6;-;16
". 053 Anemias";-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;-;-;1;3;6;-;14
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;1;-;-;-;-;-;1;3;1;2;3;7;12;16;15;21;20;43;-;145
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;1;2;-;1;3;4;11;12;13;19;11;27;-;104
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;7;9;-;20
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;1;-;-;-;-;-;-;1;1;1;-;3;1;2;-;2;2;7;-;21
