 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 290010 ABAIRA, 290020 ABARE, 290270 BARRA, 290400 BONINAL, 290410 BOQUIRA, 290450 BROTAS DE MACAUBAS, 290475 BURITIRAMA, 290755 CATURAMA, 290770 CHORROCHO, 290810 COCOS, 290910 CORIBE, 291077 FEIRA DA MATA, 291250 IBIPITANGA, 291300 IBITIARA, 291410 IPUPIARA, 291980 MACAUBAS, 291990 MACURURE, 292045 MANSIDAO, 292160 MORPARA, 292303 NOVO HORIZONTE, 292320 OLIVEIRA DOS BREJINHOS, 292430 PIATA, 292440 PILAO ARCADO, 292690 RIO DO PIRES
Sexo: Masc
Período:2022
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;3;-;-;1;2;3;1;1;5;8;5;11;6;8;9;16;47;-;128
". 001 Doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;6
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;4
"... 004 Outras doenças infecciosas intestinais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;2;1;-;7
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;1;-;5
"... 006 Outras tuberculoses";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2
". 007-015 Outras doenças bacterianas";-;-;1;-;-;-;1;-;-;-;-;2;-;1;4;1;3;1;3;6;-;23
"... 014 Septicemia";-;-;1;-;-;-;1;-;-;-;-;2;-;1;4;1;3;-;3;6;-;22
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;3
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;3
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;1;-;-;-;-;2;1;2;2;2;4;-;2;-;16
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"... 026 Doença de Chagas";-;-;-;-;-;-;-;1;-;-;-;-;2;1;2;-;2;4;-;2;-;14
". 028-030 Helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"... 029 Cisticercose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"... 030 Restante de helmintíases";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 031 Restante algumas doenç infec e parasitárias";-;-;-;3;-;-;-;1;1;1;-;2;3;3;4;3;2;4;10;34;-;71
"032-052 NEOPLASIAS";-;-;-;-;1;-;2;1;-;1;1;11;4;14;20;22;23;24;30;65;-;219
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;1;-;4;2;5;6;2;-;-;1;1;-;22
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;4;2;1;-;2;-;14
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;3;-;7
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;1;3;-;2;-;13
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;2;2;1;3;-;12
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;4
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;3;1;-;8
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3;5;4;4;2;-;20
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;3
". 041 Neoplasia maligna da mama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;3;10;34;-;54
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;5
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;-;-;1;1;-;8
". 048 Linfoma não-Hodgkin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
". 050 Leucemia";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;5
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;4
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;2;-;-;-;1;4;-;1;1;1;4;5;6;10;-;35
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;-;-;-;-;-;-;2;1;-;-;1;1;-;-;1;2;2;6;-;16
". 053 Anemias";-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;1;1;5;-;11
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;1;-;5
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;2;-;-;1;-;1;1;-;4;3;1;5;5;7;8;7;16;31;-;92
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;3;3;1;5;3;7;6;6;14;23;-;71
". 056 Desnutrição";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;4
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;2;-;-;1;-;1;-;-;1;-;-;-;2;-;1;1;1;7;-;17
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;-;2;3;6;2;6;4;1;3;1;1;1;1;31
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;-;2;2;6;1;6;4;1;3;1;-;1;1;28
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;-;2;2;6;1;6;4;1;2;1;-;-;1;26
". 059 Rest transtornos mentais e comportamentais";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;3
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;1;-;1;1;2;-;-;2;-;3;2;-;2;4;2;2;4;30;-;56
". 060 Meningite";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;23;-;28
". 062 Epilepsia";-;-;-;-;1;-;-;-;-;2;-;-;1;-;1;2;-;-;-;1;-;8
". 063 Restante das doenças do sistema nervoso";-;-;-;-;-;1;2;-;-;-;-;3;1;-;1;2;1;1;1;6;-;19
"065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";1;-;-;-;-;1;-;-;3;8;2;12;19;22;27;30;44;70;67;233;-;539
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;1;2;3;2;5;5;12;8;71;-;109
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;1;4;1;5;5;10;12;14;20;24;19;58;-;173
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;1;4;1;5;5;10;11;12;19;24;17;55;-;164
". 069 Outras doenças cardíacas";1;-;-;-;-;-;-;-;1;1;-;3;4;5;4;4;4;9;13;39;-;88
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;1;3;1;3;7;4;9;7;13;22;26;59;-;155
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;3;1;5;-;13
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;4;3;-;-;1;2;-;-;2;3;7;5;7;2;6;16;21;96;-;175
