 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 310650 BERILO, 310825 BONITO DE MINAS, 311700 COMERCINHO, 311783 CONEGO MARINHO, 311950 CORONEL MURTA, 312650 FRANCISCO BADARO, 312733 GAMELEIRAS, 313065 INDAIABIRA, 313652 JOSE GONCALVES DE MINAS, 313657 JOSENOPOLIS, 313695 JUVENILIA, 314225 MIRAVANIA, 314270 MONTALVANIA, 314537 NOVORIZONTE, 315560 RIO PARDO DE MINAS, 315650 RUBELITA, 315660 RUBIM, 316245 SAO JOAO DAS MISSOES, 317065 VARGEM GRANDE DO RIO PARDO, 317160 VIRGEM DA LAPA
Sexo: Masc
Período:2020
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;-;-;1;-;-;-;-;-;-;1;5;1;4;5;5;7;8;16;53
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;3
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;3
". 007-015 Outras doenças bacterianas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;1;3;8
"... 014 Septicemia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;1;3;8
". 016-023 Doenças virais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;3;4;3;20
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;3;4;3;20
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;3;3;10;21
"032-052 NEOPLASIAS";-;-;-;-;-;-;-;-;-;1;1;4;1;6;12;13;13;6;12;26;95
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3;2;-;1;9
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;1;-;1;-;7
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;-;2;-;3;-;10
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;3;1;7
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;7
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;4
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;2;5
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;11;14
". 047 Neopl malig mening,encéf e out partes SNC";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
". 049 Mieloma mult e neopl malig de plasmócitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;4
". 050 Leucemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 051 Neoplasias in situ, benig, comport incert";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
". 052 Restante de neoplasias malignas";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;3;3;1;5;22
"053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT";-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;3
". 053 Anemias";-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
". 054 Rest d sangue, org hemat e alg transt imunit";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;1;2;2;4;12;28
". 055 Diabetes mellitus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;2;2;3;7;21
". 056 Desnutrição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
". 057 Rest doenças endócr, nutricion e metabólicas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;4
"058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS";-;-;-;-;-;-;-;-;1;-;2;5;1;5;3;1;2;-;-;2;22
". 058 Transt ment e comport uso subst psicoativas";-;-;-;-;-;-;-;-;1;-;2;5;1;5;3;1;2;-;-;2;22
"... 058.1 Trans ment e comport devid uso álcool";-;-;-;-;-;-;-;-;1;-;2;5;1;4;3;1;2;-;-;1;20
"060-063 DOENÇAS DO SISTEMA NERVOSO";-;-;-;3;-;-;-;-;-;-;-;1;-;1;1;3;-;2;1;5;17
". 060 Meningite";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
". 061 Doença de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
". 062 Epilepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
". 063 Restante das doenças do sistema nervoso";-;-;-;2;-;-;-;-;-;-;-;1;-;1;-;3;-;1;1;3;12
"066-072 DOENÇAS DO APARELHO CIRCULATÓRIO";-;-;-;-;-;-;1;-;-;-;-;4;5;7;14;16;13;15;17;62;154
". 066 Febre reumát aguda e doen reum crôn coração";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
". 067 Doenças hipertensivas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;6;3;3;1;13;29
". 068 Doenças isquêmicas do coração";-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;4;6;3;8;4;33
"... 068.1 Infarto agudo do miocárdio";-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;3;6;3;5;3;28
". 069 Outras doenças cardíacas";-;-;-;-;-;-;1;-;-;-;-;1;1;3;3;1;2;3;2;17;34
". 070 Doenças cerebrovasculares";-;-;-;-;-;-;-;-;-;-;-;2;3;1;3;5;2;5;5;28;54
". 072 Rest doenças do aparelho circulatório";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"073-077 DOENÇAS DO APARELHO RESPIRATÓRIO";-;-;-;-;-;1;-;-;-;1;2;-;2;5;2;4;8;3;10;27;65
". 073 Influenza (gripe)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
". 074 Pneumonia";-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;4;1;2;14;26
