 Mortalidade - Brasil
Óbitos p/Residênc por Causa - CID-BR-10 e Faixa Etária det
Município: 220045 ALVORADA DO GURGUEIA, 220110 AVELINO LOPES, 220117 BARRA D'ALCANTARA, 220130 BARREIRAS DO PIAUI, 220155 BELA VISTA DO PIAUI, 220170 BERTOLINIA, 220211 CAMPO ALEGRE DO FIDALGO, 220225 CANAVIEIRA, 220245 CAPITAO GERVASIO OLIVEIRA, 220275 COLONIA DO GURGUEIA, 220300 CRISTALANDIA DO PIAUI, 220310 CRISTINO CASTRO, 220320 CURIMATA, 220323 CURRAIS, 220360 ELISEU MARTINS, 220380 FLORES DO PIAUI, 220400 FRANCINOPOLIS, 220440 GILBUES, 220455 GUARIBAS, 220545 JOCA MARQUES, 220552 JULIO BORGES, 220560 LANDRI SALES, 220585 MADEIRO, 220590 MANOEL EMIDIO, 220660 MONTE ALEGRE DO PIAUI, 220665 MORRO CABECA NO TEMPO, 220667 MORRO DO CHAPEU DO PIAUI, 220730 PAES LANDIM, 220735 PAJEU DO PIAUI, 220740 PALMEIRA DO PIAUI, 220760 PARNAGUA, 220785 PAVUSSU, 220793 PEDRO LAURENTINO, 220810 PIMENTEIRAS, 220870 REDENCAO DO GURGUEIA, 220885 RIACHO FRIO, 220887 RIBEIRA DO PIAUI, 220900 RIO GRANDE DO PIAUI, 220930 SANTA LUZ, 220965 SAO FRANCISCO DE ASSIS DO PIAUI, 220975 SAO GONCALO DO GURGUEIA, 221010 SAO JOSE DO PEIXE, 221039 SAO MIGUEL DO FIDALGO, 221062 SEBASTIAO BARROS, 221063 SEBASTIAO LEAL, 221090 SOCORRO DO PIAUI
Sexo: Masc
Período:2019
"Causa - CID-BR-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS";-;-;2;-;-;-;1;-;-;-;3;1;2;2;3;2;2;1;1;7;27
". 001 Doenças infecciosas intestinais";-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4
"... 003 Diarréia e gastroenterite orig infec pres";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 004 Outras doenças infecciosas intestinais";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
". 005-006 Tuberculose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"... 005 Tuberculose respiratória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
". 007-015 Outras doenças bacterianas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;-;1;4;11
"... 009 Hanseníase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"... 014 Septicemia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;-;-;4;9
". 016-023 Doenças virais";-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;4
"... 020 Out febres p/arbovírus e febr hemor virais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"... 023 Doen p/vírus da imunodefic humana (HIV)";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;3
". 024-027 Doenças transmitidas por protozoários";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;2;6
"... 025 Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"... 026 Doença de Chagas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;2;5
". 031 Restante algumas doenç infec e parasitárias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"032-052 NEOPLASIAS";-;-;-;-;2;-;1;1;2;-;-;3;7;10;7;9;10;14;15;30;111
". 032 Neopl malig do lábio, cav oral e faringe";-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;1;-;5
". 033 Neoplasia maligna do esôfago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
". 034 Neoplasia maligna do estômago";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;3;9
". 035 Neoplasia maligna do cólon,reto e ânus";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;1;1;6
". 036 Neopl malig do fígado e vias bil intrahepát";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;-;-;2;7
". 037 Neoplasia maligna do pâncreas";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;3
". 038 Neoplasia maligna da laringe";-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;1;1;-;-;-;7
". 039 Neopl malig da traquéia,brônquios e pulmões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;3;7
". 040 Neoplasia maligna da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
". 045 Neoplasia maligna da próstata";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;5;11;21
". 046 Neoplasia maligna da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
